Time (Milliseconds),Input (18 C),Temp C
925616,16.41,12.99
925667,16.41,13.48
925718,16.41,13.48
925769,16.41,13.48
925820,16.41,12.99
925872,16.41,12.99
925923,16.41,12.99
925974,16.41,12.99
926025,16.41,12.99
926076,16.41,12.99
926128,16.41,13.48
926179,16.41,13.48
926230,16.41,12.5
926280,16.41,12.99
926331,16.41,13.48
926383,16.41,12.99
926434,16.41,12.99
926485,16.41,13.48
926536,16.41,12.99
926587,16.41,12.99
926639,16.41,13.48
926690,16.41,12.99
926741,16.41,12.99
926792,16.41,12.99
926843,16.41,12.99
926895,16.41,12.99
926946,16.41,13.48
926997,16.41,13.48
927048,16.41,13.96
927099,16.41,13.48
927151,16.41,13.48
927201,16.41,13.48
927252,16.41,12.5
927303,16.41,13.48
927354,16.41,12.99
927406,16.41,13.96
927457,16.41,13.48
927508,16.41,13.48
927559,16.41,13.48
927610,16.41,12.99
927662,16.41,13.48
927713,16.41,13.48
927764,16.41,13.96
927815,16.41,13.48
927866,16.41,12.99
927918,16.41,13.48
927969,16.41,13.48
928020,16.41,13.48
928071,16.41,12.99
928122,16.41,12.99
928173,16.41,12.99
928224,16.41,13.48
928275,16.41,13.48
928326,16.41,13.48
928377,16.41,12.99
928429,16.41,13.96
928480,16.41,13.48
928531,16.41,12.99
928582,16.41,13.48
928633,16.41,12.99
928685,16.41,13.96
928736,16.41,13.48
928787,16.41,13.48
928838,16.41,13.48
928889,16.41,12.99
928941,16.41,13.48
928992,16.41,12.99
929043,16.41,12.99
929093,16.41,13.48
929144,16.41,12.99
929196,16.41,13.48
929247,16.41,13.48
929298,16.41,13.48
929349,16.41,13.48
929400,16.41,13.96
929452,16.41,13.48
929503,16.41,13.48
929554,16.41,13.48
929605,16.41,13.48
929656,16.41,13.48
929708,16.41,12.99
929759,16.41,13.48
929810,16.41,13.48
929861,16.41,13.96
929912,16.41,13.48
929964,16.41,13.48
930014,16.41,12.99
930065,16.41,13.48
930116,16.41,13.48
930167,16.41,13.96
930219,16.41,12.99
930270,16.41,13.48
930321,16.41,13.48
930372,16.41,13.48
930423,16.41,12.99
930475,16.41,12.5
930526,16.41,13.48
930577,16.41,13.48
930628,16.41,13.48
930679,16.41,13.48
930731,16.41,13.48
930782,16.41,13.96
930833,16.41,12.99
930884,16.41,13.48
930935,16.41,13.48
930985,16.41,12.5
931037,16.41,13.48
931088,16.41,13.48
931139,16.41,13.48
931190,16.41,13.48
931241,16.41,13.96
931293,16.41,13.96
931344,16.41,13.48
931395,16.41,12.99
931446,16.41,12.99
931497,16.41,13.48
931549,16.41,13.96
931600,16.41,13.48
931651,16.41,13.48
931702,16.41,13.48
931753,16.41,13.48
931805,16.41,12.99
931856,16.41,13.48
931906,16.41,13.48
931957,16.41,13.48
932008,16.41,13.48
932060,16.41,13.48
932111,16.41,12.99
932162,16.41,13.48
932213,16.41,13.48
932264,16.41,13.48
932316,16.41,12.99
932367,16.41,13.48
932418,16.41,13.48
932469,16.41,13.48
932520,16.41,13.96
932572,16.41,13.48
932623,16.41,13.48
932674,16.41,13.48
932725,16.41,13.48
932776,16.41,13.48
932828,16.41,12.99
932878,16.41,12.99
932929,16.41,13.48
932980,16.41,13.48
933031,16.41,13.48
933083,16.41,13.48
933134,16.41,12.99
933185,16.41,12.99
933236,16.41,13.48
933287,16.41,13.96
933339,16.41,13.96
933390,16.41,13.48
933441,16.41,13.48
933492,16.41,13.48
933543,16.41,13.48
933595,16.41,13.96
933646,16.41,13.48
933697,16.41,13.48
933748,16.41,13.48
933798,16.41,13.48
933850,16.41,13.48
933901,16.41,13.96
933952,16.41,13.48
934003,16.41,13.96
934054,16.41,13.48
934106,16.41,13.48
934157,16.41,13.96
934208,16.41,12.99
934259,16.41,12.5
934310,16.41,13.48
934362,16.41,13.48
934413,16.41,13.48
934464,16.41,13.48
934515,16.41,13.96
934566,16.41,13.48
934618,16.41,13.48
934669,16.41,13.96
934719,16.41,12.99
934770,16.41,13.48
934821,16.41,13.48
934873,16.41,13.48
934924,16.41,13.96
934975,16.41,13.48
935026,16.41,13.48
935077,16.41,13.48
935129,16.41,13.48
935180,16.41,13.48
935231,16.41,12.99
935282,16.41,13.48
935333,16.41,13.96
935385,16.41,13.48
935436,16.41,13.48
935487,16.41,12.99
935538,16.41,13.48
935589,16.41,13.96
935641,16.41,13.48
935691,16.41,13.48
935742,16.41,13.96
935793,16.41,13.96
935844,16.41,13.48
935896,16.41,13.48
935947,16.41,13.48
935998,16.41,13.48
936049,16.41,13.48
936100,16.41,13.96
936152,16.41,12.99
936203,16.41,13.96
936254,16.41,13.48
936305,16.41,13.48
936356,16.41,13.48
936408,16.41,13.48
936459,16.41,13.48
936510,16.41,12.99
936561,16.41,13.96
936611,16.41,12.99
936663,16.41,13.48
936714,16.41,13.48
936765,16.41,13.96
936816,16.41,13.48
936867,16.41,13.96
936919,16.41,12.99
936970,16.41,12.99
937021,16.41,12.99
937072,16.41,13.48
937123,16.41,13.96
937175,16.41,13.96
937226,16.41,12.99
937277,16.41,13.96
937328,16.41,13.48
937379,16.41,13.96
937431,16.41,13.48
937482,16.41,13.48
937532,16.41,13.48
937583,16.41,13.48
937634,16.41,13.48
937686,16.41,13.48
937737,16.41,13.48
937788,16.41,13.96
937839,16.41,12.99
937890,16.41,13.48
937942,16.41,13.48
937993,16.41,12.99
938044,16.41,13.48
938095,16.41,12.99
938146,16.41,13.48
938198,16.41,13.48
938249,16.41,13.48
938300,16.41,13.48
938351,16.41,12.99
938402,16.41,13.48
938454,16.41,13.48
938504,16.41,13.48
938555,16.41,13.96
938606,16.41,12.99
938657,16.41,13.48
938708,16.41,13.48
938760,16.41,13.48
938811,16.41,13.48
938862,16.41,13.48
938913,16.41,13.48
938964,16.41,12.99
939016,16.41,13.48
939067,16.41,13.48
939118,16.41,13.48
939169,16.41,13.48
939220,16.41,13.48
939272,16.41,13.48
939323,16.41,13.96
939374,16.41,13.48
939424,16.41,12.99
939475,16.41,13.96
939527,16.41,13.48
939578,16.41,13.48
939629,16.41,12.99
939680,16.41,13.48
939731,16.41,13.48
939783,16.41,13.48
939834,16.41,13.48
939885,16.41,13.48
939936,16.41,13.48
939987,16.41,12.99
940039,16.41,13.48
940090,16.41,12.99
940141,16.41,13.48
940192,16.41,13.48
940243,16.41,13.48
940295,16.41,13.48
940345,16.41,13.48
940396,16.41,13.48
940447,16.41,13.48
940498,16.41,13.96
940550,16.41,13.48
940601,16.41,13.48
940652,16.41,13.48
940703,16.41,13.48
940754,16.41,13.48
940806,16.41,13.48
940857,16.41,13.48
940908,16.41,13.48
940959,16.41,13.48
941010,16.41,13.48
941062,16.41,12.99
941113,16.41,13.48
941164,16.41,12.99
941215,16.41,13.96
941266,16.41,13.48
941317,16.41,13.48
941368,16.41,13.48
941419,16.41,13.48
941470,16.41,12.99
941521,16.41,13.48
941573,16.41,13.48
941624,16.41,13.48
941675,16.41,13.48
941726,16.41,13.48
941777,16.41,12.5
941829,16.41,13.48
941880,16.41,13.48
941931,16.41,13.48
941982,16.41,13.48
942033,16.41,13.48
942085,16.41,13.48
942136,16.41,13.48
942187,16.41,12.99
942238,16.41,13.48
942288,16.41,13.96
942340,16.41,13.48
942391,16.41,13.48
942442,16.41,13.48
942493,16.41,12.99
942544,16.41,12.99
942596,16.41,13.48
942647,16.41,13.48
942698,16.41,13.48
942749,16.41,13.48
942800,16.41,13.48
942852,16.41,12.99
942903,16.41,13.48
942954,16.41,12.99
943005,16.41,13.96
943056,16.41,13.48
943108,16.41,13.48
943159,16.41,13.48
943209,16.41,12.99
943260,16.41,12.99
943311,16.41,13.96
943363,16.41,13.96
943414,16.41,13.96
943465,16.41,13.48
943516,16.41,13.48
943567,16.41,13.96
943619,16.41,13.48
943670,16.41,13.48
943721,16.41,12.99
943772,16.41,13.48
943823,16.41,13.48
943875,16.41,12.99
943926,16.41,13.48
943977,16.41,13.96
944028,16.41,13.48
944079,16.41,13.48
944130,16.41,13.96
944181,16.41,13.48
944232,16.41,12.99
944283,16.41,13.48
944334,16.41,13.48
944386,16.41,12.99
944437,16.41,13.48
944488,16.41,12.99
944539,16.41,13.48
944590,16.41,12.99
944642,16.41,13.96
944693,16.41,13.48
944744,16.41,13.96
944795,16.41,13.48
944846,16.41,13.48
944898,16.41,13.96
944949,16.41,12.99
945000,16.41,13.48
945051,16.41,13.48
945101,16.41,13.48
945153,16.41,13.96
945204,16.41,13.48
945255,16.41,13.48
945306,16.41,12.99
945357,16.41,13.48
945409,16.41,13.48
945460,16.41,13.48
945511,16.41,13.48
945562,16.41,13.48
945613,16.41,12.99
945665,16.41,13.48
945716,16.41,13.48
945767,16.41,13.96
945818,16.41,13.48
945869,16.41,13.96
945921,16.41,13.48
945972,16.41,12.99
946022,16.41,13.48
946073,16.41,13.48
946124,16.41,13.48
946176,16.41,12.99
946227,16.41,13.48
946278,16.41,13.48
946329,16.41,12.99
946380,16.41,13.48
946432,16.41,13.48
946483,16.41,13.48
946534,16.41,13.48
946585,16.41,13.48
946636,16.41,13.48
946688,16.41,13.48
946739,16.41,13.48
946790,16.41,13.48
946841,16.41,13.96
946892,16.41,13.48
946942,16.41,13.48
946994,16.41,13.48
947045,16.41,12.99
947096,16.41,12.99
947147,16.41,13.48
947198,16.41,13.48
947250,16.41,13.48
947301,16.41,13.48
947352,16.41,13.96
947403,16.41,13.48
947454,16.41,13.48
947506,16.41,13.48
947557,16.41,13.96
947608,16.41,13.96
947659,16.41,13.48
947710,16.41,13.48
947762,16.41,12.99
947813,16.41,13.96
947864,16.41,12.99
947914,16.41,13.96
947965,16.41,13.48
948017,16.41,13.48
948068,16.41,12.99
948119,16.41,13.48
948170,16.41,13.96
948221,16.41,13.48
948273,16.41,13.48
948324,16.41,13.48
948375,16.41,13.48
948426,16.41,13.48
948477,16.41,13.48
948529,16.41,13.48
948580,16.41,13.96
948631,16.41,13.96
948682,16.41,13.48
948733,16.41,12.99
948785,16.41,12.99
948835,16.41,13.48
948886,16.41,13.48
948937,16.41,13.96
948988,16.41,13.48
949040,16.41,13.48
949091,16.41,13.48
949142,16.41,13.96
949193,16.41,13.96
949244,16.41,12.99
949296,16.41,13.48
949347,16.41,13.48
949398,16.41,13.48
949449,16.41,12.99
949500,16.41,13.48
949552,16.41,13.96
949603,16.41,13.96
949654,16.41,13.96
949705,16.41,13.48
949755,16.41,13.48
949807,16.41,12.99
949858,16.41,13.96
949909,16.41,13.48
949960,16.41,13.48
950011,16.41,13.96
950063,16.41,13.96
950114,16.41,13.96
950165,16.41,13.48
950216,16.41,13.48
950267,16.41,13.48
950319,16.41,12.99
950370,16.41,13.48
950421,16.41,13.48
950472,16.41,13.48
950523,16.41,13.48
950575,16.41,12.99
950626,16.41,13.48
950677,16.41,13.96
950727,16.41,13.96
950778,16.41,13.48
950830,16.41,12.99
950881,16.41,13.48
950932,16.41,13.48
950983,16.41,13.48
951034,16.41,13.48
951086,16.41,13.48
951137,16.41,12.99
951188,16.41,13.48
951239,16.41,13.48
951290,16.41,13.48
951342,16.41,12.99
951393,16.41,13.48
951444,16.41,13.96
951495,16.41,13.48
951546,16.41,13.48
951598,16.41,13.96
951648,16.41,12.99
951699,16.41,13.96
951750,16.41,13.48
951801,16.41,13.96
951853,16.41,13.48
951904,16.41,13.96
951955,16.41,13.48
952006,16.41,13.96
952057,16.41,13.96
952109,16.41,13.96
952160,16.41,13.48
952211,16.41,13.48
952262,16.41,13.96
952313,16.41,12.99
952365,16.41,13.48
952416,16.41,13.48
952467,16.41,13.96
952518,16.41,13.96
952568,16.41,13.96
952620,16.41,13.48
952671,16.41,13.96
952722,16.41,13.96
952773,16.41,13.96
952824,16.41,13.96
952876,16.41,13.48
952927,16.41,13.48
952978,16.41,13.96
953029,16.41,13.96
953080,16.41,13.96
953132,16.41,13.96
953183,16.41,13.96
953234,16.41,13.96
953285,16.41,13.48
953336,16.41,13.48
953388,16.41,13.48
953439,16.41,13.48
953490,16.41,13.48
953540,16.41,13.48
953591,16.41,13.48
953643,16.41,13.48
953694,16.41,13.96
953745,16.41,13.96
953796,16.41,13.96
953847,16.41,13.96
953899,16.41,12.99
953950,16.41,13.96
954001,16.41,13.48
954052,16.41,13.96
954103,16.41,13.48
954155,16.41,14.45
954206,16.41,13.96
954257,16.41,13.48
954308,16.41,13.96
954359,16.41,13.96
954411,16.41,13.96
954461,16.41,13.96
954512,16.41,13.96
954563,16.41,13.48
954614,16.41,13.48
954665,16.41,13.48
954717,16.41,13.48
954768,16.41,13.96
954819,16.41,13.48
954870,16.41,13.96
954921,16.41,13.48
954973,16.41,14.45
955024,16.41,13.96
955075,16.41,13.96
955126,16.41,13.48
955177,16.41,13.48
955229,16.41,13.96
955280,16.41,13.96
955331,16.41,13.48
955382,16.41,13.96
955432,16.41,13.96
955484,16.41,13.48
955535,16.41,13.96
955586,16.41,13.96
955637,16.41,13.48
955688,16.41,13.96
955740,16.41,14.45
955791,16.41,13.48
955842,16.41,13.96
955893,16.41,13.48
955944,16.41,13.48
955996,16.41,13.96
956047,16.41,13.48
956098,16.41,13.96
956149,16.41,13.96
956200,16.41,13.48
956252,16.41,13.96
956303,16.41,13.96
956353,16.41,13.48
956404,16.41,13.96
956455,16.41,13.48
956507,16.41,13.96
956558,16.41,13.96
956609,16.41,13.96
956660,16.41,13.96
956711,16.41,13.48
956763,16.41,13.48
956814,16.41,13.96
956865,16.41,13.48
956916,16.41,13.96
956967,16.41,13.48
957019,16.41,13.48
957070,16.41,13.96
957121,16.41,13.48
957172,16.41,13.48
957223,16.41,13.48
957275,16.41,13.48
957325,16.41,13.96
957376,16.41,13.96
957427,16.41,13.96
957478,16.41,13.48
957530,16.41,13.96
957581,16.41,13.96
957632,16.41,13.48
957683,16.41,13.96
957734,16.41,13.96
957786,16.41,13.48
957837,16.41,13.96
957888,16.41,14.45
957939,16.41,13.48
957990,16.41,13.96
958042,16.41,13.96
958093,16.41,13.96
958144,16.41,13.96
958195,16.41,13.96
958245,16.41,13.96
958297,16.41,13.48
958348,16.41,13.48
958399,16.41,13.96
958450,16.41,13.96
958501,16.41,13.48
958553,16.41,13.96
958604,16.41,13.96
958655,16.41,13.48
958706,16.41,13.96
958757,16.41,13.48
958809,16.41,14.45
958860,16.41,13.96
958911,16.41,13.96
958962,16.41,13.96
959013,16.41,13.96
959065,16.41,13.96
959116,16.41,13.96
959167,16.41,13.96
959217,16.41,13.96
959268,16.41,13.48
959320,16.41,13.48
959371,16.41,13.48
959422,16.41,13.96
959473,16.41,13.96
959524,16.41,13.48
959576,16.41,13.96
959627,16.41,13.96
959678,16.41,13.96
959729,16.41,13.96
959780,16.41,13.96
959832,16.41,13.48
959883,16.41,13.48
959934,16.41,13.96
959985,16.41,13.96
960036,16.41,13.96
960088,16.41,13.48
960138,16.41,13.48
960189,16.41,13.48
960240,16.41,13.96
960291,16.41,14.45
960343,16.41,13.96
960394,16.41,13.96
960445,16.41,13.96
960496,16.41,13.96
960547,16.41,13.96
960599,16.41,13.96
960650,16.41,13.96
960701,16.41,13.48
960752,16.41,13.96
960803,16.41,13.48
960855,16.41,14.45
960906,16.41,14.45
960957,16.41,13.96
961008,16.41,13.96
961058,16.41,13.96
961110,16.41,13.96
961161,16.41,13.96
961212,16.41,13.48
961263,16.41,13.48
961314,16.41,13.96
961366,16.41,13.48
961417,16.41,13.48
961468,16.41,13.96
961519,16.41,13.48
961570,16.41,13.96
961622,16.41,13.48
961673,16.41,13.96
961724,16.41,13.96
961775,16.41,13.96
961826,16.41,13.96
961878,16.41,13.48
961929,16.41,13.96
961980,16.41,13.96
962030,16.41,13.96
962081,16.41,13.96
962132,16.41,13.96
962184,16.41,13.96
962235,16.41,14.45
962286,16.41,13.96
962337,16.41,13.48
962388,16.41,13.96
962440,16.41,13.96
962491,16.41,14.45
962542,16.41,13.48
962593,16.41,13.96
962644,16.41,13.48
962696,16.41,14.45
962747,16.41,13.96
962798,16.41,13.96
962849,16.41,13.96
962900,16.41,13.96
962951,16.41,13.96
963002,16.41,13.96
963053,16.41,14.45
963104,16.41,13.96
963155,16.41,13.96
963207,16.41,13.96
963258,16.41,13.96
963309,16.41,13.96
963360,16.41,13.48
963411,16.41,13.96
963463,16.41,13.96
963514,16.41,14.45
963565,16.41,13.96
963616,16.41,14.45
963667,16.41,13.96
963719,16.41,13.48
963770,16.41,13.96
963821,16.41,13.96
963871,16.41,14.45
963922,16.41,14.45
963974,16.41,13.96
964025,16.41,13.48
964076,16.41,13.96
964127,16.41,13.96
964178,16.41,13.96
964230,16.41,13.48
964281,16.41,13.96
964332,16.41,13.96
964383,16.41,13.48
964434,16.41,14.45
964486,16.41,13.96
964537,16.41,13.96
964588,16.41,13.48
964639,16.41,14.45
964690,16.41,13.96
964742,16.41,13.96
964793,16.41,13.96
964843,16.41,14.45
964894,16.41,13.96
964945,16.41,14.45
964997,16.41,14.45
965048,16.41,13.96
965099,16.41,13.48
965150,16.41,13.96
965201,16.41,13.96
965253,16.41,13.96
965304,16.41,14.45
965355,16.41,13.96
965406,16.41,13.96
965457,16.41,13.96
965509,16.41,14.45
965560,16.41,13.96
965611,16.41,13.48
965662,16.41,13.96
965713,16.41,13.48
965764,16.41,13.96
965815,16.41,14.45
965866,16.41,13.96
965917,16.41,13.96
965968,16.41,14.45
966020,16.41,14.45
966071,16.41,14.45
966122,16.41,13.96
966173,16.41,13.96
966224,16.41,13.96
966276,16.41,13.96
966327,16.41,13.96
966378,16.41,13.96
966429,16.41,13.48
966480,16.41,13.48
966532,16.41,13.96
966583,16.41,13.96
966634,16.41,13.96
966684,16.41,13.96
966735,16.41,13.96
966787,16.41,13.48
966838,16.41,13.48
966889,16.41,13.96
966940,16.41,13.48
966991,16.41,13.48
967043,16.41,13.96
967094,16.41,13.48
967145,16.41,13.48
967196,16.41,13.96
967247,16.41,13.96
967299,16.41,13.96
967350,16.41,13.96
967401,16.41,13.96
967452,16.41,13.96
967503,16.41,13.48
967555,16.41,13.96
967606,16.41,13.48
967656,16.41,13.96
967707,16.41,13.96
967758,16.41,13.96
967810,16.41,13.48
967861,16.41,13.96
967912,16.41,13.96
967963,16.41,13.96
968014,16.41,13.96
968066,16.41,13.96
968117,16.41,13.96
968168,16.41,13.48
968219,16.41,13.48
968270,16.41,13.48
968322,16.41,13.48
968373,16.41,13.48
968424,16.41,13.48
968475,16.41,13.48
968526,16.41,13.96
968577,16.41,13.96
968628,16.41,13.48
968679,16.41,13.48
968730,16.41,13.96
968781,16.41,13.96
968833,16.41,13.96
968884,16.41,13.48
968935,16.41,13.96
968986,16.41,13.48
969037,16.41,13.96
969089,16.41,13.96
969140,16.41,13.96
969191,16.41,13.48
969242,16.41,13.96
969293,16.41,13.48
969345,16.41,13.96
969396,16.41,13.96
969447,16.41,14.45
969497,16.41,13.48
969548,16.41,13.96
969600,16.41,12.99
969651,16.41,13.96
969702,16.41,13.48
969753,16.41,13.96
969804,16.41,13.96
969856,16.41,13.48
969907,16.41,13.96
969958,16.41,12.99
970009,16.41,13.96
970060,16.41,13.96
970112,16.41,13.96
970163,16.41,13.96
970214,16.41,13.96
970265,16.41,13.96
970316,16.41,13.48
970368,16.41,13.48
970419,16.41,13.96
970469,16.41,13.48
970520,16.41,13.96
970571,16.41,13.96
970622,16.41,13.48
970674,16.41,13.96
970725,16.41,13.96
970776,16.41,13.96
970827,16.41,13.96
970878,16.41,13.96
970930,16.41,13.96
970981,16.41,13.48
971032,16.41,13.96
971083,16.41,13.96
971134,16.41,13.96
971186,16.41,13.48
971237,16.41,13.48
971288,16.41,13.96
971339,16.41,13.48
971389,16.41,13.96
971441,16.41,13.96
971492,16.41,13.96
971543,16.41,13.96
971594,16.41,13.96
971645,16.41,13.96
971697,16.41,13.96
971748,16.41,14.45
971799,16.41,13.96
971850,16.41,13.96
971901,16.41,13.96
971953,16.41,13.96
972004,16.41,13.96
972055,16.41,13.96
972106,16.41,13.96
972157,16.41,13.96
972209,16.41,13.48
972260,16.41,13.96
972310,16.41,13.48
972361,16.41,13.48
972412,16.41,13.96
972464,16.41,13.96
972515,16.41,13.96
972566,16.41,13.96
972617,16.41,13.96
972668,16.41,13.96
972720,16.41,13.96
972771,16.41,13.96
972822,16.41,13.96
972873,16.41,13.48
972924,16.41,13.48
972976,16.41,13.96
973027,16.41,13.48
973078,16.41,13.48
973129,16.41,13.96
973180,16.41,14.45
973232,16.41,13.96
973282,16.41,14.45
973333,16.41,13.96
973384,16.41,13.96
973435,16.41,13.48
973487,16.41,13.96
973538,16.41,13.96
973589,16.41,13.96
973640,16.41,13.96
973691,16.41,13.96
973743,16.41,13.96
973794,16.41,13.96
973845,16.41,13.96
973896,16.41,13.96
973947,16.41,13.96
973999,16.41,13.96
974050,16.41,14.45
974101,16.41,13.96
974152,16.41,13.96
974202,16.41,13.96
974254,16.41,14.45
974305,16.41,13.96
974356,16.41,14.45
974407,16.41,13.48
974458,16.41,13.48
974510,16.41,13.96
974561,16.41,13.96
974612,16.41,14.45
974663,16.41,14.45
974714,16.41,13.96
974766,16.41,13.96
974817,16.41,13.96
974868,16.41,14.45
974919,16.41,13.96
974970,16.41,13.96
975022,16.41,13.96
975073,16.41,13.48
975123,16.41,13.96
975174,16.41,13.48
975225,16.41,13.96
975277,16.41,13.48
975328,16.41,13.96
975379,16.41,13.96
975430,16.41,13.96
975481,16.41,13.96
975533,16.41,13.96
975584,16.41,13.48
975635,16.41,13.96
975686,16.41,13.48
975737,16.41,13.96
975789,16.41,13.48
975840,16.41,13.96
975891,16.41,13.96
975942,16.41,13.96
975993,16.41,13.96
976045,16.41,13.96
976095,16.41,13.96
976146,16.41,14.45
976197,16.41,13.96
976248,16.41,13.96
976300,16.41,14.45
976351,16.41,13.96
976402,16.41,13.96
976453,16.41,13.96
976504,16.41,14.45
976556,16.41,13.48
976607,16.41,13.48
976658,16.41,13.96
976709,16.41,13.96
976760,16.41,13.96
976812,16.41,13.96
976863,16.41,13.96
976914,16.41,13.48
976965,16.41,13.96
977015,16.41,13.96
977067,16.41,13.96
977118,16.41,13.48
977169,16.41,13.96
977220,16.41,13.96
977271,16.41,13.96
977323,16.41,13.96
977374,16.41,13.96
977425,16.41,14.45
977476,16.41,13.96
977527,16.41,13.96
977579,16.41,13.96
977630,16.41,14.45
977681,16.41,13.96
977732,16.41,13.96
977783,16.41,13.96
977835,16.41,13.96
977886,16.41,13.96
977936,16.41,13.48
977987,16.41,13.96
978038,16.41,14.45
978089,16.41,13.96
978141,16.41,13.96
978192,16.41,13.96
978243,16.41,13.96
978294,16.41,13.48
978345,16.41,14.45
978397,16.41,14.45
978448,16.41,14.45
978499,16.41,14.45
978550,16.41,13.96
978601,16.41,13.48
978653,16.41,13.48
978704,16.41,14.45
978755,16.41,13.96
978806,16.41,14.45
978857,16.41,13.96
978908,16.41,13.96
978959,16.41,13.96
979010,16.41,13.48
979061,16.41,13.96
979112,16.41,13.96
979164,16.41,13.96
979215,16.41,14.45
979266,16.41,13.96
979317,16.41,13.96
979368,16.41,13.96
979420,16.41,13.96
979471,16.41,13.96
979522,16.41,13.96
979573,16.41,13.96
979624,16.41,13.96
979676,16.41,14.45
979727,16.41,13.96
979778,16.41,13.48
979828,16.41,14.45
979879,16.41,13.96
979931,16.41,13.96
979982,16.41,14.45
980033,16.41,13.96
980084,16.41,13.96
980135,16.41,13.96
980187,16.41,13.96
980238,16.41,13.96
980289,16.41,14.45
980340,16.41,13.96
980391,16.41,13.96
980443,16.41,13.48
980494,16.41,13.48
980545,16.41,13.96
980596,16.41,13.96
980647,16.41,13.96
980699,16.41,13.96
980749,16.41,13.96
980800,16.41,13.96
980851,16.41,14.45
980902,16.41,13.96
980954,16.41,14.45
981005,16.41,13.96
981056,16.41,13.96
981107,16.41,13.48
981158,16.41,14.45
981210,16.41,13.96
981261,16.41,13.96
981312,16.41,13.96
981363,16.41,13.96
981414,16.41,13.96
981466,16.41,13.96
981517,16.41,13.96
981568,16.41,13.96
981619,16.41,13.96
981670,16.41,13.96
981721,16.41,13.96
981772,16.41,13.48
981823,16.41,13.96
981874,16.41,13.96
981925,16.41,13.96
981977,16.41,13.96
982028,16.41,13.96
982079,16.41,13.96
982130,16.41,13.48
982181,16.41,14.45
982233,16.41,13.96
982284,16.41,13.96
982335,16.41,13.96
982386,16.41,13.96
982437,16.41,13.96
982489,16.41,13.96
982540,16.41,14.45
982591,16.41,13.96
982641,16.41,13.96
982692,16.41,13.96
982744,16.41,14.45
982795,16.41,13.96
982846,16.41,13.48
982897,16.41,13.96
982948,16.41,13.96
983000,16.41,13.96
983051,16.41,13.96
983102,16.41,13.96
983153,16.41,13.96
983204,16.41,13.48
983256,16.41,13.96
983307,16.41,13.96
983358,16.41,13.48
983409,16.41,13.96
983460,16.41,13.96
983512,16.41,13.48
983562,16.41,13.96
983613,16.41,13.48
983664,16.41,13.48
983715,16.41,13.96
983767,16.41,13.96
983818,16.41,13.96
983869,16.41,13.48
983920,16.41,13.96
983971,16.41,13.96
984023,16.41,14.45
984074,16.41,14.45
984125,16.41,13.96
984176,16.41,13.96
984227,16.41,13.48
984279,16.41,13.96
984330,16.41,13.96
984381,16.41,13.96
984432,16.41,14.45
984483,16.41,13.96
984534,16.41,13.96
984585,16.41,13.96
984636,16.41,13.96
984687,16.41,14.45
984738,16.41,13.96
984790,16.41,13.96
984841,16.41,13.48
984892,16.41,13.48
984943,16.41,13.96
984994,16.41,13.96
985046,16.41,14.45
985097,16.41,13.96
985148,16.41,14.45
985199,16.41,13.96
985250,16.41,13.96
985302,16.41,13.96
985353,16.41,13.96
985404,16.41,13.48
985454,16.41,13.96
985505,16.41,14.45
985556,16.41,13.96
985608,16.41,13.48
985659,16.41,13.48
985710,16.41,13.48
985761,16.41,13.96
985812,16.41,13.96
985864,16.41,13.96
985915,16.41,13.96
985966,16.41,13.48
986017,16.41,13.96
986068,16.41,13.48
986120,16.41,13.96
986171,16.41,13.96
986222,16.41,13.96
986273,16.41,13.96
986324,16.41,13.48
986375,16.41,13.96
986426,16.41,13.96
986477,16.41,13.96
986528,16.41,14.45
986579,16.41,13.96
986631,16.41,13.96
986682,16.41,13.48
986733,16.41,13.96
986784,16.41,14.45
986835,16.41,13.96
986887,16.41,13.96
986938,16.41,13.48
986989,16.41,13.96
987040,16.41,14.45
987091,16.41,13.96
987143,16.41,13.96
987194,16.41,13.96
987245,16.41,13.96
987296,16.41,13.96
987346,16.41,13.48
987398,16.41,14.45
987449,16.41,13.96
987500,16.41,13.96
987551,16.41,13.96
987602,16.41,13.48
987654,16.41,13.96
987705,16.41,13.48
987756,16.41,13.96
987807,16.41,13.96
987858,16.41,13.96
987910,16.41,14.45
987961,16.41,13.48
988012,16.41,13.96
988063,16.41,13.96
988114,16.41,13.96
988166,16.41,13.96
988217,16.41,13.96
988267,16.41,13.96
988318,16.41,13.96
988369,16.41,13.96
988421,16.41,13.96
988472,16.41,13.48
988523,16.41,14.45
988574,16.41,14.45
988625,16.41,13.96
988677,16.41,13.96
988728,16.41,13.96
988779,16.41,13.96
988830,16.41,13.96
988881,16.41,13.48
988933,16.41,13.96
988984,16.41,13.96
989035,16.41,13.96
989086,16.41,13.96
989137,16.41,14.45
989188,16.41,13.96
989239,16.41,13.96
989290,16.41,13.96
989341,16.41,14.45
989392,16.41,14.45
989444,16.41,13.96
989495,16.41,13.96
989546,16.41,14.45
989597,16.41,13.48
989648,16.41,13.96
989700,16.41,13.96
989751,16.41,13.96
989802,16.41,13.48
989853,16.41,14.45
989904,16.41,13.96
989956,16.41,13.96
990007,16.41,14.45
990058,16.41,13.96
990109,16.41,13.96
990159,16.41,13.48
990211,16.41,13.96
990262,16.41,13.96
990313,16.41,13.96
990364,16.41,14.45
990415,16.41,13.96
990467,16.41,13.96
990518,16.41,14.45
