Time (Milliseconds),Input (18 C),Temp C
626259,16.41,8.59
626311,16.41,8.59
626362,16.41,8.59
626412,16.41,9.08
626463,16.41,8.59
626514,16.41,8.59
626566,16.41,8.59
626617,16.41,8.59
626668,16.41,8.59
626719,16.41,8.59
626770,16.41,9.08
626822,16.41,8.59
626873,16.41,8.59
626923,16.41,9.08
626974,16.41,8.11
627025,16.41,9.08
627077,16.41,8.59
627128,16.41,8.11
627179,16.41,8.59
627230,16.41,8.59
627281,16.41,9.08
627333,16.41,8.59
627384,16.41,8.59
627434,16.41,8.11
627485,16.41,8.59
627536,16.41,9.08
627588,16.41,8.59
627639,16.41,9.08
627690,16.41,8.59
627741,16.41,8.59
627792,16.41,9.08
627844,16.41,8.59
627895,16.41,8.59
627945,16.41,8.59
627996,16.41,9.08
628047,16.41,9.08
628099,16.41,9.08
628150,16.41,8.11
628201,16.41,9.08
628252,16.41,8.59
628303,16.41,8.59
628355,16.41,8.59
628406,16.41,8.11
628456,16.41,8.59
628507,16.41,8.59
628558,16.41,8.59
628610,16.41,9.08
628661,16.41,9.08
628712,16.41,9.08
628763,16.41,8.59
628814,16.41,8.59
628866,16.41,9.08
628917,16.41,9.08
628967,16.41,8.59
629018,16.41,9.08
629069,16.41,8.59
629121,16.41,8.59
629172,16.41,8.59
629223,16.41,8.59
629274,16.41,9.08
629325,16.41,8.59
629377,16.41,9.08
629427,16.41,9.08
629478,16.41,9.08
629529,16.41,8.59
629580,16.41,8.59
629632,16.41,9.08
629683,16.41,9.08
629734,16.41,9.08
629785,16.41,9.08
629836,16.41,9.08
629888,16.41,9.08
629938,16.41,8.59
629989,16.41,9.08
630040,16.41,9.08
630091,16.41,8.59
630142,16.41,9.08
630194,16.41,8.59
630245,16.41,9.08
630296,16.41,9.08
630347,16.41,9.08
630398,16.41,8.59
630449,16.41,8.59
630500,16.41,9.08
630551,16.41,9.08
630602,16.41,9.08
630653,16.41,8.59
630705,16.41,8.59
630756,16.41,8.59
630807,16.41,9.57
630858,16.41,8.59
630908,16.41,9.08
630960,16.41,9.08
631011,16.41,9.57
631062,16.41,9.08
631113,16.41,8.59
631164,16.41,8.59
631216,16.41,9.08
631267,16.41,9.08
631318,16.41,8.59
631369,16.41,8.59
631419,16.41,9.08
631471,16.41,8.59
631522,16.41,8.59
631573,16.41,9.08
631624,16.41,8.59
631675,16.41,9.08
631727,16.41,8.59
631778,16.41,9.08
631829,16.41,8.59
631880,16.41,9.08
631930,16.41,9.57
631982,16.41,8.59
632033,16.41,8.59
632084,16.41,9.08
632135,16.41,9.08
632186,16.41,9.08
632238,16.41,8.59
632289,16.41,8.59
632340,16.41,9.08
632391,16.41,8.59
632441,16.41,8.59
632493,16.41,8.59
632544,16.41,9.08
632595,16.41,9.08
632646,16.41,8.59
632697,16.41,8.59
632749,16.41,9.08
632800,16.41,8.59
632851,16.41,8.59
632902,16.41,8.59
632952,16.41,9.08
633004,16.41,9.08
633055,16.41,8.59
633106,16.41,8.59
633157,16.41,8.59
633208,16.41,9.08
633260,16.41,8.59
633311,16.41,8.59
633362,16.41,9.08
633413,16.41,8.59
633463,16.41,8.59
633515,16.41,8.59
633566,16.41,8.59
633617,16.41,8.59
633668,16.41,8.59
633719,16.41,9.08
633771,16.41,9.08
633822,16.41,8.59
633873,16.41,9.08
633924,16.41,8.59
633974,16.41,9.57
634025,16.41,9.08
634077,16.41,8.59
634128,16.41,8.59
634179,16.41,9.08
634230,16.41,8.59
634281,16.41,9.57
634333,16.41,9.08
634384,16.41,9.08
634434,16.41,8.11
634485,16.41,8.59
634536,16.41,8.59
634588,16.41,8.59
634639,16.41,9.08
634690,16.41,9.08
634741,16.41,8.59
634792,16.41,9.08
634844,16.41,8.59
634895,16.41,9.08
634945,16.41,8.59
634996,16.41,8.59
635047,16.41,9.08
635099,16.41,8.59
635150,16.41,9.08
635201,16.41,9.08
635252,16.41,9.08
635303,16.41,8.59
635355,16.41,8.59
635406,16.41,9.08
635456,16.41,9.08
635507,16.41,9.08
635558,16.41,9.08
635610,16.41,9.08
635661,16.41,8.59
635712,16.41,9.08
635763,16.41,9.08
635814,16.41,9.08
635866,16.41,9.08
635917,16.41,9.08
635967,16.41,9.57
636018,16.41,8.59
636069,16.41,9.08
636121,16.41,9.57
636172,16.41,9.08
636223,16.41,9.08
636274,16.41,9.08
636325,16.41,9.08
636377,16.41,9.57
636427,16.41,9.08
636478,16.41,8.59
636529,16.41,9.08
636580,16.41,9.08
636632,16.41,8.59
636683,16.41,9.08
636734,16.41,9.08
636785,16.41,8.59
636836,16.41,9.08
636888,16.41,9.08
636938,16.41,9.08
636989,16.41,9.08
637040,16.41,9.08
637091,16.41,9.08
637143,16.41,9.08
637194,16.41,9.08
637245,16.41,9.08
637296,16.41,9.08
637347,16.41,9.57
637399,16.41,9.08
637449,16.41,9.08
637500,16.41,9.08
637551,16.41,9.08
637602,16.41,9.08
637654,16.41,8.59
637705,16.41,9.08
637756,16.41,8.59
637807,16.41,9.08
637858,16.41,9.57
637908,16.41,9.08
637960,16.41,9.08
638011,16.41,9.08
638062,16.41,8.59
638113,16.41,8.59
638164,16.41,9.08
638216,16.41,9.08
638267,16.41,8.59
638318,16.41,9.08
638369,16.41,9.08
638419,16.41,9.08
638471,16.41,9.08
638522,16.41,8.59
638573,16.41,9.08
638624,16.41,8.59
638675,16.41,9.08
638727,16.41,9.08
638778,16.41,9.08
638829,16.41,9.08
638880,16.41,9.08
638930,16.41,9.08
638982,16.41,9.08
639033,16.41,8.59
639084,16.41,9.08
639135,16.41,9.08
639186,16.41,9.08
639238,16.41,9.08
639289,16.41,8.59
639340,16.41,9.08
639391,16.41,9.57
639441,16.41,9.08
639493,16.41,9.57
639544,16.41,9.08
639595,16.41,9.08
639646,16.41,9.57
639697,16.41,9.08
639749,16.41,9.57
639800,16.41,9.08
639851,16.41,9.08
639902,16.41,8.59
639952,16.41,9.08
640004,16.41,8.59
640055,16.41,9.08
640106,16.41,9.08
640157,16.41,9.08
640208,16.41,9.08
640260,16.41,8.59
640311,16.41,9.08
640362,16.41,8.11
640413,16.41,9.08
640463,16.41,9.08
640515,16.41,9.08
640566,16.41,9.57
640617,16.41,9.08
640668,16.41,9.08
640719,16.41,9.08
640771,16.41,9.08
640822,16.41,9.57
640873,16.41,9.08
640923,16.41,9.57
640974,16.41,9.57
641026,16.41,9.08
641077,16.41,8.59
641128,16.41,9.08
641179,16.41,9.08
641230,16.41,9.08
641282,16.41,9.08
641333,16.41,9.08
641383,16.41,9.08
641434,16.41,9.08
641485,16.41,9.08
641537,16.41,9.57
641588,16.41,8.59
641639,16.41,9.08
641690,16.41,8.59
641741,16.41,9.57
641793,16.41,9.08
641844,16.41,8.11
641894,16.41,9.08
641945,16.41,9.08
641996,16.41,9.08
642048,16.41,9.08
642099,16.41,8.59
642150,16.41,9.08
642201,16.41,9.08
642252,16.41,9.08
642304,16.41,8.59
642354,16.41,9.08
642405,16.41,8.59
642456,16.41,9.08
642507,16.41,9.08
642558,16.41,8.59
642610,16.41,9.08
642661,16.41,9.08
642712,16.41,9.08
642763,16.41,9.08
642814,16.41,9.57
642865,16.41,9.08
642916,16.41,9.08
642967,16.41,9.08
643018,16.41,9.08
643069,16.41,9.08
643121,16.41,9.08
643172,16.41,9.57
643223,16.41,9.08
643274,16.41,9.08
643324,16.41,8.11
643376,16.41,8.59
643427,16.41,9.08
643478,16.41,8.59
643529,16.41,9.08
643580,16.41,8.59
643632,16.41,9.08
643683,16.41,8.59
643734,16.41,8.59
643785,16.41,9.08
643835,16.41,9.08
643887,16.41,8.59
643938,16.41,8.59
643989,16.41,9.08
644040,16.41,8.59
644091,16.41,8.11
644143,16.41,8.11
644194,16.41,8.11
644245,16.41,8.59
644296,16.41,8.59
644346,16.41,9.08
644398,16.41,8.59
644449,16.41,8.59
644500,16.41,8.59
644551,16.41,8.59
644602,16.41,8.59
644654,16.41,8.11
644705,16.41,8.11
644756,16.41,8.11
644807,16.41,8.11
644857,16.41,8.59
644909,16.41,8.59
644960,16.41,8.11
645011,16.41,8.11
645062,16.41,8.59
645113,16.41,8.59
645165,16.41,7.62
645216,16.41,8.11
645267,16.41,8.11
645318,16.41,8.11
645368,16.41,8.59
645420,16.41,8.11
645471,16.41,8.11
645522,16.41,8.11
645573,16.41,7.62
645624,16.41,7.62
645676,16.41,8.59
645727,16.41,8.59
645778,16.41,8.59
645829,16.41,7.62
645880,16.41,8.11
645931,16.41,8.59
645982,16.41,7.62
646033,16.41,8.11
646084,16.41,8.11
646135,16.41,8.11
646187,16.41,8.59
646238,16.41,8.11
646289,16.41,8.59
646340,16.41,8.59
646391,16.41,8.11
646441,16.41,8.11
646493,16.41,8.11
646544,16.41,8.59
646595,16.41,9.08
646646,16.41,8.59
646697,16.41,8.11
646749,16.41,8.11
646800,16.41,8.59
646851,16.41,8.59
646902,16.41,9.08
646952,16.41,8.59
647004,16.41,8.11
647055,16.41,8.59
647106,16.41,8.59
647157,16.41,8.59
647208,16.41,9.08
647260,16.41,8.11
647311,16.41,8.59
647362,16.41,8.11
647413,16.41,8.59
647463,16.41,8.59
647515,16.41,8.59
647566,16.41,9.08
647617,16.41,8.59
647668,16.41,9.08
647719,16.41,9.08
647771,16.41,9.08
647822,16.41,9.08
647873,16.41,9.57
647924,16.41,9.57
647974,16.41,9.57
648026,16.41,9.57
648077,16.41,9.57
648128,16.41,9.57
648179,16.41,10.06
648230,16.41,9.57
648282,16.41,9.57
648333,16.41,9.08
648384,16.41,9.57
648435,16.41,9.57
648485,16.41,9.57
648537,16.41,10.06
648588,16.41,9.57
648639,16.41,9.57
648690,16.41,9.57
648741,16.41,9.57
648793,16.41,9.57
648844,16.41,9.08
648895,16.41,9.57
648946,16.41,10.06
648996,16.41,9.08
649048,16.41,9.57
649099,16.41,9.08
649150,16.41,9.08
649201,16.41,9.08
649252,16.41,9.57
649304,16.41,9.08
649355,16.41,9.08
649406,16.41,9.57
649457,16.41,9.57
649507,16.41,9.08
649559,16.41,9.08
649610,16.41,9.57
649661,16.41,9.57
649712,16.41,9.08
649763,16.41,9.08
649815,16.41,9.08
649866,16.41,9.08
649917,16.41,9.08
649968,16.41,9.08
650018,16.41,9.57
650070,16.41,9.57
650121,16.41,9.57
650172,16.41,9.57
650223,16.41,9.08
650274,16.41,9.57
650326,16.41,9.08
650377,16.41,10.55
650428,16.41,9.57
650479,16.41,9.57
650529,16.41,9.57
650580,16.41,10.06
650632,16.41,10.06
650683,16.41,9.57
650734,16.41,9.57
650785,16.41,9.57
650836,16.41,9.57
650888,16.41,9.57
650939,16.41,9.57
650990,16.41,9.57
651040,16.41,9.57
651091,16.41,9.57
651143,16.41,8.59
651194,16.41,9.57
651245,16.41,9.57
651296,16.41,9.57
651347,16.41,9.57
651399,16.41,9.08
651450,16.41,9.57
651501,16.41,9.57
651551,16.41,9.08
651602,16.41,9.57
651654,16.41,9.57
651705,16.41,9.57
651756,16.41,9.57
651807,16.41,9.08
651858,16.41,9.57
651910,16.41,9.08
651961,16.41,10.06
652012,16.41,9.57
652062,16.41,9.57
652113,16.41,9.57
652165,16.41,9.08
652216,16.41,9.57
652267,16.41,9.57
652318,16.41,9.08
652369,16.41,9.57
652421,16.41,9.08
652472,16.41,9.57
652523,16.41,9.08
652573,16.41,9.57
652624,16.41,8.59
652676,16.41,9.57
652727,16.41,9.57
652778,16.41,9.57
652829,16.41,9.08
652880,16.41,8.59
652932,16.41,9.08
652983,16.41,9.08
653033,16.41,9.57
653084,16.41,9.57
653135,16.41,9.08
653187,16.41,8.59
653238,16.41,9.08
653289,16.41,9.08
653340,16.41,9.08
653391,16.41,9.57
653443,16.41,9.57
653494,16.41,9.08
653544,16.41,9.57
653595,16.41,9.57
653646,16.41,8.59
653698,16.41,9.08
653749,16.41,9.08
653800,16.41,9.57
653851,16.41,10.06
653902,16.41,9.08
653954,16.41,9.57
654005,16.41,9.08
654055,16.41,9.08
654106,16.41,9.08
654157,16.41,9.08
654209,16.41,9.08
654260,16.41,9.08
654311,16.41,9.08
654362,16.41,9.08
654413,16.41,9.57
654465,16.41,9.57
654516,16.41,9.08
654566,16.41,9.08
654617,16.41,9.08
654668,16.41,9.57
654720,16.41,10.06
654771,16.41,9.57
654822,16.41,9.57
654873,16.41,9.57
654924,16.41,9.57
654976,16.41,9.57
655027,16.41,9.08
655077,16.41,8.59
655128,16.41,9.08
655179,16.41,9.57
655230,16.41,9.57
655282,16.41,9.57
655333,16.41,9.08
655384,16.41,9.57
655435,16.41,9.08
655486,16.41,9.08
655538,16.41,9.57
655588,16.41,9.08
655639,16.41,9.57
655690,16.41,9.08
655741,16.41,8.59
655793,16.41,8.59
655844,16.41,8.59
655895,16.41,9.08
655946,16.41,8.59
655997,16.41,8.59
656048,16.41,8.59
656099,16.41,9.08
656150,16.41,8.59
656201,16.41,8.11
656252,16.41,9.08
656304,16.41,9.08
656355,16.41,9.08
656406,16.41,8.59
656457,16.41,9.57
656508,16.41,9.08
656559,16.41,9.08
656610,16.41,9.08
656661,16.41,9.08
656712,16.41,9.57
656763,16.41,8.59
656815,16.41,9.08
656866,16.41,9.08
656917,16.41,9.08
656968,16.41,8.59
657018,16.41,9.08
657070,16.41,9.08
657121,16.41,9.57
657172,16.41,9.08
657223,16.41,9.08
657274,16.41,8.59
657326,16.41,8.59
657377,16.41,9.57
657428,16.41,9.08
657479,16.41,9.08
657529,16.41,9.57
657581,16.41,9.57
657632,16.41,9.08
657683,16.41,8.59
657734,16.41,9.57
657785,16.41,9.08
657837,16.41,9.57
657888,16.41,9.08
657939,16.41,9.08
657989,16.41,9.08
658040,16.41,9.08
658092,16.41,9.08
658143,16.41,9.57
658194,16.41,9.08
658245,16.41,9.08
658296,16.41,9.08
658348,16.41,9.08
658399,16.41,9.08
658450,16.41,9.08
658500,16.41,9.57
658551,16.41,9.57
658603,16.41,9.08
658654,16.41,9.57
658705,16.41,9.08
658756,16.41,9.08
658807,16.41,9.08
658859,16.41,9.08
658910,16.41,9.08
658960,16.41,9.57
659011,16.41,9.57
659062,16.41,9.08
659113,16.41,9.08
659165,16.41,9.08
659216,16.41,9.57
659267,16.41,9.08
659318,16.41,9.57
659369,16.41,9.08
659421,16.41,9.08
659471,16.41,9.08
659522,16.41,9.08
659573,16.41,9.08
659624,16.41,9.08
659676,16.41,8.59
659727,16.41,9.57
659778,16.41,9.57
659829,16.41,9.57
659880,16.41,9.08
659931,16.41,9.08
659982,16.41,9.08
660033,16.41,9.08
660084,16.41,9.08
660135,16.41,8.59
660187,16.41,9.57
660238,16.41,8.59
660289,16.41,9.08
660340,16.41,9.08
660390,16.41,9.57
660442,16.41,9.57
660493,16.41,9.57
660544,16.41,9.08
660595,16.41,9.08
660646,16.41,8.59
660698,16.41,9.08
660749,16.41,8.59
660800,16.41,8.59
660851,16.41,9.08
660901,16.41,8.59
660953,16.41,9.08
661004,16.41,8.11
661055,16.41,9.08
661106,16.41,9.08
661157,16.41,8.59
661209,16.41,8.59
661260,16.41,9.08
661311,16.41,8.59
661362,16.41,8.11
661412,16.41,9.08
661464,16.41,8.59
661515,16.41,8.59
661566,16.41,9.08
661617,16.41,9.08
661668,16.41,9.08
661720,16.41,8.59
661771,16.41,9.08
661822,16.41,8.59
661872,16.41,9.08
661923,16.41,9.08
661975,16.41,9.08
662026,16.41,9.08
662077,16.41,9.08
662128,16.41,9.08
662179,16.41,9.08
662231,16.41,9.08
662282,16.41,9.08
662333,16.41,9.08
662383,16.41,8.59
662434,16.41,9.08
662486,16.41,8.59
662537,16.41,9.08
662588,16.41,9.08
662639,16.41,9.08
662690,16.41,9.08
662742,16.41,8.59
662793,16.41,9.08
662843,16.41,8.11
662894,16.41,9.08
662945,16.41,9.08
662996,16.41,9.08
663048,16.41,9.08
663099,16.41,9.08
663150,16.41,9.08
663201,16.41,8.11
663252,16.41,9.08
663304,16.41,9.08
663354,16.41,9.08
663405,16.41,8.59
663456,16.41,9.08
663507,16.41,8.11
663559,16.41,9.08
663610,16.41,9.08
663661,16.41,8.59
663712,16.41,8.59
663763,16.41,9.57
663814,16.41,9.08
663865,16.41,9.57
663916,16.41,9.57
663967,16.41,9.08
664018,16.41,9.57
664070,16.41,9.57
664121,16.41,9.08
664172,16.41,10.06
664223,16.41,9.57
664274,16.41,9.57
664326,16.41,9.08
664376,16.41,9.57
664427,16.41,9.57
664478,16.41,9.57
664529,16.41,9.57
664581,16.41,9.57
664632,16.41,9.57
664683,16.41,9.57
664734,16.41,9.57
664785,16.41,9.57
664836,16.41,9.57
664887,16.41,9.57
664938,16.41,9.57
664989,16.41,9.08
665040,16.41,9.57
665092,16.41,9.57
665143,16.41,9.57
665194,16.41,9.57
665245,16.41,9.57
665296,16.41,9.57
665347,16.41,9.08
665398,16.41,9.08
665449,16.41,9.57
665500,16.41,10.06
665551,16.41,9.57
665603,16.41,9.57
665654,16.41,10.06
665705,16.41,9.57
665756,16.41,9.57
665807,16.41,10.06
665859,16.41,10.55
665909,16.41,9.57
665960,16.41,10.06
666011,16.41,10.06
666062,16.41,9.57
666114,16.41,9.57
666165,16.41,10.06
666216,16.41,10.06
666267,16.41,10.06
666318,16.41,10.06
666370,16.41,10.06
666421,16.41,9.57
666472,16.41,10.06
666523,16.41,9.57
666573,16.41,10.06
666625,16.41,10.06
666676,16.41,9.57
666727,16.41,9.57
666778,16.41,10.06
666829,16.41,10.06
666881,16.41,9.57
666932,16.41,10.06
666983,16.41,10.06
667034,16.41,9.57
667085,16.41,10.06
667137,16.41,10.06
667187,16.41,9.08
667238,16.41,10.06
667289,16.41,10.55
667340,16.41,10.06
667392,16.41,10.06
667443,16.41,10.06
667494,16.41,9.57
667545,16.41,10.55
667596,16.41,10.06
667648,16.41,10.06
667699,16.41,9.57
667750,16.41,9.57
667801,16.41,9.57
667851,16.41,10.06
667902,16.41,10.06
667954,16.41,9.57
668005,16.41,10.06
668056,16.41,10.06
668107,16.41,9.57
668158,16.41,10.55
668210,16.41,10.06
668261,16.41,10.06
668312,16.41,10.06
668363,16.41,10.06
668414,16.41,10.06
668466,16.41,9.57
668517,16.41,10.06
668567,16.41,9.57
668618,16.41,10.06
668669,16.41,10.06
668721,16.41,10.06
668772,16.41,10.06
668823,16.41,10.06
668874,16.41,10.06
668925,16.41,10.06
668977,16.41,10.06
669028,16.41,10.06
669079,16.41,10.06
669130,16.41,10.06
669181,16.41,10.06
669233,16.41,10.06
669283,16.41,9.57
669334,16.41,9.57
669385,16.41,9.57
669436,16.41,10.06
669488,16.41,10.06
669539,16.41,10.06
669590,16.41,10.55
669641,16.41,9.57
669692,16.41,10.06
669744,16.41,9.57
669795,16.41,10.06
669846,16.41,10.06
669897,16.41,9.57
669947,16.41,10.06
669999,16.41,9.57
670050,16.41,10.06
670101,16.41,10.06
670152,16.41,10.06
670203,16.41,9.57
670255,16.41,10.06
670306,16.41,10.06
670357,16.41,10.06
670408,16.41,10.06
670459,16.41,9.57
670511,16.41,10.06
670562,16.41,9.57
670612,16.41,10.06
670663,16.41,9.57
670714,16.41,10.06
670766,16.41,10.06
670817,16.41,9.57
670868,16.41,10.06
670919,16.41,10.55
670970,16.41,9.57
671022,16.41,10.06
671073,16.41,9.57
671124,16.41,10.06
671175,16.41,9.57
671225,16.41,10.06
671277,16.41,10.55
671328,16.41,9.57
671379,16.41,10.06
671430,16.41,9.08
671481,16.41,10.06
671533,16.41,10.06
671584,16.41,10.06
671635,16.41,9.57
671686,16.41,10.55
671737,16.41,10.06
671789,16.41,10.06
671840,16.41,9.08
671891,16.41,10.06
671941,16.41,10.06
671992,16.41,10.55
672044,16.41,10.06
672095,16.41,10.06
672146,16.41,9.57
672197,16.41,10.55
672248,16.41,9.57
672300,16.41,10.06
672351,16.41,10.06
672402,16.41,10.06
672453,16.41,10.06
672504,16.41,10.06
672556,16.41,9.57
672607,16.41,9.57
672657,16.41,10.06
672708,16.41,10.06
672759,16.41,10.06
672811,16.41,10.06
672862,16.41,10.06
672913,16.41,10.06
672964,16.41,9.57
673015,16.41,10.06
673067,16.41,10.06
673118,16.41,10.06
673169,16.41,10.06
673220,16.41,10.55
673271,16.41,9.57
673323,16.41,10.06
673373,16.41,10.06
673424,16.41,10.06
673475,16.41,10.06
673526,16.41,10.06
673577,16.41,10.06
673629,16.41,10.55
673680,16.41,10.06
673731,16.41,10.06
673782,16.41,10.06
673833,16.41,10.06
673885,16.41,10.06
673936,16.41,10.55
673987,16.41,10.06
674038,16.41,10.06
674089,16.41,10.06
674140,16.41,10.06
674191,16.41,10.06
674242,16.41,10.06
674293,16.41,10.06
674344,16.41,10.06
674396,16.41,10.06
674447,16.41,10.06
674498,16.41,9.57
674549,16.41,10.06
674600,16.41,10.55
674652,16.41,10.55
674703,16.41,9.57
674754,16.41,9.57
674805,16.41,10.06
674855,16.41,10.06
674907,16.41,10.06
674958,16.41,10.06
675009,16.41,10.06
675060,16.41,10.06
675111,16.41,10.06
675163,16.41,10.55
675214,16.41,10.06
675265,16.41,10.06
675316,16.41,10.06
675367,16.41,10.55
675419,16.41,10.06
675470,16.41,10.06
675521,16.41,9.57
675572,16.41,10.06
675623,16.41,10.06
675674,16.41,10.06
675725,16.41,10.06
675776,16.41,10.06
675827,16.41,9.57
675878,16.41,10.06
675930,16.41,10.06
675981,16.41,9.57
676032,16.41,10.06
676083,16.41,10.06
676134,16.41,10.06
676186,16.41,10.06
676237,16.41,10.06
676288,16.41,10.06
676339,16.41,10.06
676389,16.41,10.06
676441,16.41,9.57
676492,16.41,9.57
676543,16.41,10.06
676594,16.41,10.55
676645,16.41,9.57
676697,16.41,10.06
676748,16.41,10.55
676799,16.41,9.57
676850,16.41,10.55
676901,16.41,10.06
676953,16.41,10.06
677004,16.41,10.06
677054,16.41,10.06
677105,16.41,10.55
677156,16.41,10.55
677208,16.41,10.06
677259,16.41,10.06
677310,16.41,10.06
677361,16.41,10.06
677412,16.41,10.06
677464,16.41,10.55
677515,16.41,10.55
677566,16.41,10.06
677617,16.41,9.57
677668,16.41,10.06
677720,16.41,10.06
677771,16.41,9.57
677821,16.41,10.06
677872,16.41,10.55
677923,16.41,10.55
677975,16.41,9.57
678026,16.41,10.06
678077,16.41,10.06
678128,16.41,9.57
678179,16.41,10.06
678231,16.41,10.06
678282,16.41,10.06
678333,16.41,9.08
678384,16.41,10.06
678435,16.41,10.06
678487,16.41,10.55
678538,16.41,10.06
678588,16.41,9.57
678639,16.41,10.06
678690,16.41,9.57
678742,16.41,9.57
678793,16.41,10.06
678844,16.41,10.55
678895,16.41,10.55
678946,16.41,10.06
678998,16.41,9.57
679049,16.41,10.06
679100,16.41,10.06
679151,16.41,9.57
679202,16.41,10.55
679252,16.41,10.06
679304,16.41,10.06
679355,16.41,10.06
679406,16.41,10.06
679457,16.41,10.55
679508,16.41,9.57
679560,16.41,10.06
679611,16.41,10.06
679662,16.41,9.57
679713,16.41,10.06
679764,16.41,9.57
679816,16.41,10.06
679867,16.41,10.06
679918,16.41,10.06
679968,16.41,10.55
680019,16.41,10.06
680071,16.41,10.06
680122,16.41,10.06
680173,16.41,9.57
680224,16.41,10.06
680275,16.41,10.06
680327,16.41,9.57
680378,16.41,10.55
680429,16.41,10.06
680480,16.41,9.57
680531,16.41,10.06
680583,16.41,10.55
680634,16.41,10.06
680684,16.41,10.55
680735,16.41,10.55
680786,16.41,10.06
680838,16.41,10.55
680889,16.41,10.55
680940,16.41,10.06
680991,16.41,10.06
681042,16.41,10.06
681094,16.41,10.55
681145,16.41,10.06
681196,16.41,10.06
681247,16.41,10.06
681298,16.41,10.55
681350,16.41,10.55
681401,16.41,10.06
681452,16.41,10.06
681502,16.41,10.55
681553,16.41,10.06
681605,16.41,10.55
681656,16.41,10.06
681707,16.41,10.06
681758,16.41,10.55
681809,16.41,10.06
681861,16.41,10.06
681912,16.41,9.57
681963,16.41,10.06
682014,16.41,10.55
682065,16.41,10.55
682117,16.41,11.04
682168,16.41,10.06
682219,16.41,10.06
682270,16.41,9.57
682320,16.41,10.55
682372,16.41,10.06
682423,16.41,10.06
682474,16.41,10.55
682525,16.41,10.55
682576,16.41,10.06
682628,16.41,9.57
682679,16.41,10.06
682730,16.41,10.06
682781,16.41,10.55
682832,16.41,10.55
682884,16.41,10.06
682935,16.41,10.06
682986,16.41,10.06
683037,16.41,10.55
683087,16.41,10.55
683139,16.41,10.55
683190,16.41,10.55
683241,16.41,10.55
683292,16.41,10.55
683343,16.41,10.06
683395,16.41,10.55
683446,16.41,10.06
683497,16.41,10.06
683548,16.41,10.06
683599,16.41,10.55
683651,16.41,10.06
683702,16.41,10.06
683753,16.41,10.06
683804,16.41,10.06
683855,16.41,10.06
683907,16.41,10.55
683957,16.41,10.55
684008,16.41,10.55
684059,16.41,10.55
684110,16.41,10.55
684162,16.41,10.55
684213,16.41,10.55
684264,16.41,10.55
684315,16.41,11.04
684366,16.41,10.06
684418,16.41,10.55
684469,16.41,10.55
684520,16.41,10.55
684571,16.41,11.04
684622,16.41,10.55
684674,16.41,10.55
684725,16.41,10.55
684776,16.41,10.55
684827,16.41,11.04
684878,16.41,10.55
684929,16.41,11.04
684980,16.41,10.55
685031,16.41,11.04
685082,16.41,10.55
685133,16.41,10.55
685185,16.41,11.04
685236,16.41,11.04
685287,16.41,11.04
685338,16.41,10.55
685389,16.41,11.04
685441,16.41,10.55
685492,16.41,11.04
685543,16.41,10.55
685594,16.41,10.55
685645,16.41,10.55
685697,16.41,11.04
685748,16.41,10.55
685799,16.41,10.06
685850,16.41,10.55
685900,16.41,11.04
685952,16.41,10.55
686003,16.41,10.55
686054,16.41,11.04
686105,16.41,10.55
686156,16.41,10.06
686208,16.41,11.04
686259,16.41,10.55
686310,16.41,10.55
686361,16.41,11.04
686412,16.41,11.52
686464,16.41,10.55
686515,16.41,10.55
686566,16.41,10.55
686617,16.41,10.55
686668,16.41,11.04
686720,16.41,11.04
686771,16.41,10.55
686822,16.41,10.55
686872,16.41,10.06
686923,16.41,10.55
686974,16.41,10.55
687026,16.41,10.55
687077,16.41,11.04
687128,16.41,11.52
687179,16.41,11.04
687230,16.41,11.04
687282,16.41,10.55
687333,16.41,11.04
687384,16.41,11.04
687435,16.41,11.04
687486,16.41,10.55
687538,16.41,10.55
687589,16.41,11.04
687640,16.41,11.04
687691,16.41,10.55
687742,16.41,11.04
687794,16.41,11.04
687844,16.41,10.55
687895,16.41,11.04
687946,16.41,10.55
687997,16.41,10.55
688049,16.41,11.04
688100,16.41,10.55
688151,16.41,10.55
688202,16.41,11.04
688253,16.41,11.04
688305,16.41,11.52
688356,16.41,11.04
688407,16.41,11.04
688458,16.41,11.04
688509,16.41,11.04
688561,16.41,11.52
688612,16.41,10.55
688663,16.41,10.55
688714,16.41,10.55
688765,16.41,11.52
688816,16.41,11.04
688867,16.41,11.04
688918,16.41,10.55
688969,16.41,10.55
689020,16.41,11.04
689072,16.41,11.04
689123,16.41,11.04
689174,16.41,11.52
689225,16.41,10.55
689276,16.41,11.52
689328,16.41,11.04
689379,16.41,10.55
689430,16.41,11.52
689481,16.41,11.04
689532,16.41,11.04
689584,16.41,11.04
689635,16.41,10.55
689686,16.41,10.55
689737,16.41,11.04
689787,16.41,11.04
689839,16.41,11.04
689890,16.41,11.04
689941,16.41,11.04
689992,16.41,11.04
690043,16.41,10.55
690095,16.41,11.04
690146,16.41,11.04
690197,16.41,11.04
690248,16.41,11.04
690299,16.41,11.52
690351,16.41,11.04
690402,16.41,11.04
690453,16.41,11.04
690504,16.41,11.04
690555,16.41,11.04
690607,16.41,11.52
690658,16.41,11.52
690708,16.41,11.04
690759,16.41,11.04
690810,16.41,11.04
690862,16.41,11.52
690913,16.41,11.52
690964,16.41,11.04
691015,16.41,10.55
691066,16.41,10.55
691118,16.41,11.04
