Time (milliseconds),Input (-12 C),Temp (C)
71080,-12,3.22
71132,-12,3.71
71183,-12,3.71
71234,-12,3.71
71284,-12,3.71
71335,-12,3.71
71387,-12,3.22
71438,-12,3.71
71489,-12,3.71
71540,-12,3.22
71591,-12,3.71
71642,-12,3.22
71693,-12,3.22
71744,-12,3.71
71795,-12,3.22
71846,-12,3.22
71898,-12,4.2
71949,-12,3.22
71999,-12,3.22
72050,-12,3.22
72101,-12,3.22
72153,-12,3.71
72204,-12,3.22
72255,-12,3.22
72306,-12,3.71
72356,-12,3.22
72408,-12,3.22
72459,-12,3.22
72510,-12,3.22
72561,-12,3.22
72612,-12,3.22
72664,-12,2.73
72714,-12,3.22
72765,-12,3.71
72816,-12,2.73
72867,-12,3.22
72919,-12,3.22
72970,-12,2.73
73021,-12,2.73
73071,-12,3.22
73122,-12,3.22
73174,-12,3.22
73225,-12,3.22
73276,-12,3.71
73327,-12,3.71
73378,-12,3.71
73428,-12,3.22
73480,-12,3.71
73531,-12,3.22
73582,-12,3.22
73633,-12,2.73
73684,-12,3.22
73736,-12,3.22
73787,-12,3.71
73837,-12,3.22
73888,-12,3.22
73939,-12,3.22
73991,-12,2.73
74042,-12,3.71
74093,-12,3.22
74144,-12,3.22
74194,-12,3.22
74246,-12,3.22
74297,-12,3.22
74348,-12,2.73
74399,-12,3.71
74450,-12,3.22
74502,-12,2.73
74552,-12,3.22
74603,-12,3.22
74654,-12,3.22
74705,-12,2.73
74757,-12,3.22
74808,-12,2.73
74859,-12,2.73
74909,-12,3.22
74960,-12,3.22
75012,-12,2.73
75063,-12,2.73
75114,-12,2.73
75165,-12,3.22
75216,-12,3.22
75267,-12,2.73
75318,-12,2.25
75369,-12,2.73
75420,-12,2.73
75471,-12,3.22
75523,-12,2.73
75574,-12,2.73
75624,-12,2.73
75675,-12,3.22
75726,-12,3.22
75778,-12,3.22
75829,-12,2.25
75880,-12,2.73
75931,-12,3.22
75981,-12,3.22
76033,-12,3.22
76084,-12,3.22
76135,-12,3.22
76186,-12,3.22
76237,-12,2.73
76289,-12,2.73
76339,-12,2.73
76390,-12,2.73
76441,-12,2.25
76492,-12,3.22
76544,-12,2.73
76595,-12,2.73
76646,-12,3.22
76696,-12,2.73
76747,-12,2.73
76798,-12,3.22
76850,-12,3.22
76901,-12,2.73
76952,-12,2.25
77003,-12,3.22
77053,-12,3.22
77105,-12,2.73
77156,-12,2.73
77207,-12,2.73
77258,-12,2.73
77309,-12,2.73
77361,-12,3.22
77411,-12,2.73
77462,-12,2.73
77513,-12,2.73
77564,-12,2.73
77616,-12,3.22
77667,-12,2.73
77718,-12,2.25
77769,-12,2.25
77819,-12,2.25
77871,-12,2.25
77922,-12,2.73
77973,-12,2.25
78024,-12,2.25
78075,-12,2.73
78127,-12,1.76
78177,-12,2.73
78228,-12,2.25
78279,-12,2.73
78330,-12,2.25
78382,-12,2.25
78433,-12,1.76
78484,-12,2.73
78534,-12,3.22
78585,-12,2.73
78637,-12,2.73
78688,-12,2.25
78739,-12,1.76
78790,-12,2.25
78841,-12,2.73
78892,-12,2.25
78943,-12,1.76
78994,-12,2.73
79045,-12,3.22
79096,-12,2.73
79148,-12,2.25
79199,-12,2.25
79249,-12,2.73
79300,-12,2.73
79351,-12,3.22
79403,-12,3.22
79454,-12,2.25
79505,-12,2.73
79556,-12,2.73
79606,-12,2.73
79657,-12,2.25
79709,-12,2.73
79760,-12,2.25
79811,-12,2.73
79862,-12,2.25
79913,-12,2.25
79964,-12,2.25
80015,-12,2.25
80066,-12,2.73
80117,-12,2.25
80168,-12,2.25
80220,-12,2.25
80271,-12,2.25
80321,-12,2.25
80372,-12,2.25
80423,-12,2.25
80475,-12,2.73
80526,-12,2.25
80577,-12,2.73
80628,-12,1.76
80679,-12,1.76
80730,-12,2.73
80781,-12,2.25
80832,-12,2.25
80883,-12,2.25
80934,-12,2.25
80986,-12,1.76
81037,-12,2.25
81087,-12,2.25
81138,-12,1.76
81189,-12,2.25
81241,-12,2.25
81292,-12,2.25
81343,-12,1.76
81394,-12,2.25
81444,-12,2.25
81496,-12,2.25
81547,-12,1.76
81598,-12,2.25
81649,-12,2.25
81700,-12,2.73
81752,-12,2.73
81802,-12,2.25
81853,-12,2.25
81904,-12,2.25
81955,-12,1.76
82007,-12,2.25
82058,-12,2.25
82109,-12,2.25
82159,-12,2.25
82210,-12,2.25
82262,-12,2.25
82313,-12,2.25
82364,-12,2.25
82415,-12,2.25
82466,-12,2.25
82516,-12,2.25
82568,-12,1.76
82619,-12,1.76
82670,-12,2.25
82721,-12,1.76
82772,-12,2.73
82824,-12,2.73
82874,-12,1.27
82925,-12,1.27
82976,-12,1.76
83027,-12,2.25
83079,-12,1.76
83130,-12,2.25
83181,-12,1.76
83231,-12,2.25
83282,-12,2.25
83334,-12,1.27
83385,-12,2.25
83436,-12,1.76
83487,-12,1.27
83538,-12,2.25
83589,-12,2.25
83640,-12,1.76
83691,-12,1.76
83742,-12,2.25
83793,-12,2.25
83845,-12,2.25
83896,-12,2.25
83946,-12,1.76
83997,-12,1.76
84048,-12,2.25
84100,-12,2.25
84151,-12,2.25
84202,-12,1.76
84253,-12,2.25
84303,-12,2.25
84355,-12,2.25
84406,-12,2.25
84457,-12,1.76
84508,-12,1.27
84559,-12,2.25
84611,-12,1.76
84662,-12,2.25
84712,-12,1.27
84763,-12,2.25
84814,-12,2.25
84866,-12,2.25
84917,-12,1.76
84968,-12,2.25
85019,-12,1.76
85069,-12,2.25
85121,-12,1.27
85172,-12,1.76
85223,-12,1.76
85274,-12,1.76
85325,-12,1.27
85377,-12,1.76
85427,-12,1.76
85478,-12,2.25
85529,-12,1.27
85580,-12,1.76
85632,-12,1.76
85683,-12,1.76
85734,-12,2.25
85784,-12,1.27
85835,-12,1.76
85886,-12,1.76
85938,-12,1.76
85989,-12,1.76
86040,-12,1.76
86091,-12,1.76
86141,-12,1.76
86193,-12,2.25
86244,-12,2.25
86295,-12,1.76
86346,-12,1.76
86397,-12,1.27
86449,-12,1.76
86499,-12,1.76
86550,-12,1.76
86601,-12,1.76
86652,-12,1.76
86704,-12,1.76
86755,-12,1.76
86806,-12,1.27
86856,-12,1.76
86907,-12,1.76
86959,-12,1.27
87010,-12,1.76
87061,-12,1.76
87112,-12,1.76
87163,-12,1.76
87214,-12,1.76
87265,-12,1.76
87316,-12,1.27
87367,-12,2.25
87418,-12,1.76
87470,-12,1.76
87521,-12,1.76
87571,-12,1.76
87622,-12,1.76
87673,-12,1.27
87725,-12,1.27
87776,-12,1.27
87827,-12,1.27
87878,-12,1.76
87928,-12,1.76
87980,-12,1.27
88031,-12,1.76
88082,-12,2.25
88133,-12,2.25
88184,-12,2.25
88236,-12,1.76
88286,-12,1.76
88337,-12,1.76
88388,-12,1.76
88439,-12,1.76
88491,-12,1.27
88542,-12,1.76
88593,-12,1.76
88643,-12,1.27
88694,-12,1.76
88745,-12,1.27
88797,-12,1.76
88848,-12,1.27
88899,-12,1.76
88950,-12,1.27
89001,-12,0.78
89052,-12,1.76
89103,-12,1.27
89154,-12,1.27
89205,-12,1.27
89256,-12,1.76
89308,-12,2.25
89359,-12,1.27
89409,-12,1.76
89460,-12,1.27
89511,-12,1.27
89563,-12,1.27
89614,-12,1.27
89665,-12,1.76
89716,-12,1.76
89766,-12,1.76
89818,-12,1.27
89869,-12,1.27
89920,-12,2.25
89971,-12,1.76
90022,-12,1.76
90074,-12,1.27
90124,-12,1.76
90175,-12,1.27
90226,-12,1.27
90277,-12,1.27
90329,-12,1.27
90380,-12,1.27
90431,-12,1.27
90481,-12,1.27
90532,-12,1.27
90584,-12,1.76
90635,-12,1.76
90686,-12,1.76
90737,-12,1.76
90788,-12,1.27
90839,-12,1.27
90890,-12,1.76
90941,-12,1.27
90992,-12,1.27
91043,-12,1.76
91095,-12,1.27
91146,-12,1.27
91196,-12,0.78
91247,-12,1.76
91298,-12,1.76
91350,-12,1.27
91401,-12,0.78
91452,-12,1.76
91503,-12,0.78
91553,-12,1.27
91604,-12,1.27
91656,-12,1.27
91707,-12,0.78
91758,-12,0.78
91809,-12,0.78
91860,-12,1.27
91911,-12,1.27
91962,-12,1.76
92013,-12,0.78
92064,-12,1.27
92115,-12,1.27
92167,-12,1.27
92218,-12,1.27
92268,-12,1.27
92319,-12,0.78
92370,-12,1.27
92422,-12,0.78
92473,-12,1.27
92524,-12,1.27
92575,-12,1.76
92625,-12,1.27
92677,-12,1.27
92728,-12,1.27
92779,-12,1.76
92830,-12,1.27
92881,-12,0.78
92933,-12,1.27
92983,-12,0.78
93034,-12,1.27
93085,-12,1.27
93136,-12,1.27
93188,-12,0.78
93239,-12,1.27
93290,-12,0.78
93340,-12,1.27
93391,-12,1.27
93443,-12,1.76
93494,-12,1.27
93545,-12,1.27
93596,-12,1.27
93647,-12,1.27
93698,-12,0.78
93749,-12,1.27
93800,-12,0.78
93851,-12,0.78
93902,-12,1.27
93954,-12,0.29
94005,-12,0.29
94055,-12,1.27
94106,-12,1.27
94157,-12,1.27
94209,-12,0.78
94260,-12,1.27
94311,-12,1.27
94362,-12,1.27
94412,-12,0.78
94464,-12,1.27
94515,-12,1.27
94566,-12,0.78
94617,-12,1.76
94668,-12,0.78
94720,-12,0.78
94770,-12,1.27
94821,-12,0.78
94872,-12,1.76
94923,-12,1.27
94974,-12,0.78
95026,-12,1.27
95077,-12,1.76
95127,-12,1.27
95178,-12,0.78
95229,-12,1.27
95281,-12,1.27
95332,-12,1.27
95383,-12,0.29
95434,-12,0.78
95484,-12,1.27
95536,-12,1.27
95587,-12,0.78
95638,-12,0.78
95689,-12,0.78
95740,-12,0.29
95792,-12,1.27
95842,-12,1.27
95893,-12,0.78
95944,-12,0.78
95995,-12,0.78
96047,-12,1.27
96098,-12,0.78
96149,-12,1.27
96199,-12,0.78
96250,-12,1.27
96302,-12,0.78
96353,-12,1.27
96404,-12,1.27
96455,-12,0.78
96506,-12,1.27
96557,-12,0.78
96608,-12,0.29
96659,-12,0.78
96710,-12,1.27
96761,-12,1.27
96813,-12,0.78
96864,-12,0.78
96914,-12,1.27
96965,-12,0.29
97016,-12,1.27
97068,-12,0.78
97119,-12,1.27
97170,-12,0.78
97220,-12,1.76
97271,-12,0.78
97323,-12,0.78
97374,-12,0.78
97425,-12,1.27
97476,-12,0.29
97527,-12,0.29
97577,-12,1.27
97629,-12,0.29
97680,-12,0.29
97731,-12,0.29
97782,-12,0.78
97833,-12,1.27
97885,-12,0.78
97935,-12,0.78
97986,-12,1.76
98037,-12,0.78
98088,-12,-0.2
98140,-12,1.76
98191,-12,0.78
98242,-12,0.78
98292,-12,1.27
98343,-12,0.78
98395,-12,0.78
98446,-12,1.27
98497,-12,0.78
98548,-12,1.27
98598,-12,0.78
98650,-12,0.78
98701,-12,1.27
98752,-12,0.29
98803,-12,0.78
98854,-12,0.78
98906,-12,0.29
98956,-12,0.78
99007,-12,0.78
99058,-12,0.29
99109,-12,0.78
99161,-12,1.27
99212,-12,0.78
99263,-12,1.27
99313,-12,0.78
99364,-12,1.27
99416,-12,1.76
99467,-12,1.27
99518,-12,0.78
99569,-12,0.78
99620,-12,0.78
99671,-12,0.78
99722,-12,0.29
99773,-12,1.27
99824,-12,0.29
99875,-12,0.78
99927,-12,0.78
99978,-12,0.78
100028,-12,0.78
100079,-12,0.29
100130,-12,0.29
100182,-12,0.78
100233,-12,0.29
100284,-12,0.29
100335,-12,1.27
100386,-12,0.29
100438,-12,0.78
100488,-12,0.29
100539,-12,1.27
100590,-12,0.78
100641,-12,0.78
100692,-12,0.78
100744,-12,0.29
100795,-12,0.29
100846,-12,0.78
100897,-12,0.29
100947,-12,1.27
100999,-12,0.78
101050,-12,0.29
101101,-12,0.29
101152,-12,0.29
101203,-12,0.29
101255,-12,0.78
101306,-12,0.29
101357,-12,0.78
101408,-12,-0.2
101458,-12,0.78
101510,-12,0.78
101561,-12,0.29
101612,-12,0.29
101663,-12,0.29
101714,-12,0.78
101766,-12,0.29
101817,-12,0.78
101868,-12,0.78
101918,-12,0.29
101969,-12,0.29
102021,-12,0.78
102072,-12,0.78
102123,-12,0.78
102174,-12,-0.2
102225,-12,0.78
102277,-12,1.27
102328,-12,0.78
102379,-12,0.29
102429,-12,0.78
102480,-12,0.29
102532,-12,0.29
102583,-12,-0.2
102634,-12,0.78
102685,-12,0.29
102736,-12,0.29
102788,-12,-0.2
102839,-12,0.78
102890,-12,0.29
102940,-12,0.78
102991,-12,0.29
103043,-12,-0.2
103094,-12,0.78
103145,-12,0.78
103196,-12,0.78
103247,-12,0.29
103299,-12,0.78
103350,-12,0.29
103400,-12,0.29
103451,-12,0.29
103502,-12,0.78
103554,-12,0.78
103605,-12,0.29
103656,-12,0.29
103707,-12,0.78
103758,-12,-0.2
103810,-12,0.29
103861,-12,-0.2
103911,-12,0.29
103962,-12,0.29
104013,-12,0.29
104065,-12,0.78
104116,-12,0.29
104167,-12,-0.2
104218,-12,0.29
104269,-12,-0.2
104321,-12,0.78
104371,-12,0.29
104422,-12,0.78
104473,-12,0.29
104524,-12,0.29
104576,-12,0.29
104627,-12,0.29
104678,-12,-0.2
104729,-12,0.29
104780,-12,-0.68
104830,-12,-0.2
104882,-12,0.29
104933,-12,0.29
104984,-12,0.29
105035,-12,0.29
105086,-12,0.29
105138,-12,0.29
105189,-12,-0.2
105240,-12,0.29
105291,-12,-0.68
105341,-12,-0.2
105393,-12,0.29
105444,-12,0.29
105495,-12,-0.2
105546,-12,-0.68
105597,-12,-0.2
105649,-12,0.29
105700,-12,0.29
105751,-12,-0.2
105801,-12,0.78
105852,-12,-0.68
105904,-12,0.29
105955,-12,0.29
106006,-12,0.29
106057,-12,-0.2
106108,-12,0.29
106160,-12,-0.2
106211,-12,-0.2
106262,-12,-0.2
106312,-12,0.29
106363,-12,0.29
106415,-12,-0.2
106466,-12,-0.2
106517,-12,0.29
106568,-12,-0.2
106619,-12,0.29
106671,-12,-0.2
106722,-12,0.29
106772,-12,-0.2
106823,-12,-0.2
106874,-12,0.29
106926,-12,-0.2
106977,-12,-0.2
107028,-12,-0.2
107079,-12,0.78
107130,-12,0.29
107182,-12,0.29
107233,-12,-0.2
107283,-12,0.29
107334,-12,-0.68
107385,-12,-0.2
107437,-12,-0.2
107488,-12,-0.68
107539,-12,0.29
107590,-12,-0.2
107641,-12,-0.2
107693,-12,-0.2
107743,-12,-0.68
107794,-12,-0.2
107845,-12,-0.2
107896,-12,0.78
107948,-12,0.29
107999,-12,-0.2
108050,-12,-0.2
108101,-12,0.29
108152,-12,-0.68
108204,-12,-0.68
108254,-12,-0.68
108305,-12,-0.2
108356,-12,-0.68
108407,-12,-0.2
108459,-12,0.29
108510,-12,-0.2
108561,-12,-0.68
108612,-12,-0.68
108663,-12,-0.2
108715,-12,-0.68
108765,-12,0.29
108816,-12,-0.68
108867,-12,-0.2
108918,-12,-0.2
108969,-12,-0.2
109021,-12,-0.68
109072,-12,-0.68
109123,-12,-0.68
109174,-12,-0.68
109225,-12,-0.68
109276,-12,-0.68
109327,-12,-0.68
109378,-12,-0.2
109429,-12,-0.2
109480,-12,-0.2
109532,-12,-0.68
109583,-12,-0.68
109634,-12,-0.2
109685,-12,-0.68
109736,-12,-0.68
109787,-12,-0.2
109838,-12,-0.2
109889,-12,-0.2
109940,-12,-0.2
109991,-12,-0.2
110043,-12,-0.2
110094,-12,-0.68
110145,-12,-0.68
110196,-12,-0.2
110247,-12,-0.2
110298,-12,-0.2
110349,-12,-0.2
110400,-12,-0.68
110451,-12,0.29
110502,-12,-0.68
110554,-12,-0.68
110605,-12,-0.2
110656,-12,-0.2
110707,-12,-0.2
110758,-12,-0.2
110809,-12,-0.2
110860,-12,-1.17
110911,-12,-0.68
110962,-12,-0.2
111013,-12,-0.2
111065,-12,-0.68
111116,-12,-0.2
111167,-12,-0.68
111218,-12,-0.2
111269,-12,-0.68
111320,-12,-0.2
111371,-12,-0.2
111422,-12,-0.2
111473,-12,-0.68
111524,-12,-0.2
111576,-12,-0.68
111627,-12,-0.2
111678,-12,-0.68
111729,-12,-0.2
111780,-12,-0.2
111831,-12,-0.2
111882,-12,-1.17
111933,-12,-0.2
111984,-12,-1.17
112035,-12,-0.68
112087,-12,-0.68
112138,-12,-0.2
112189,-12,-0.68
112240,-12,-0.2
112291,-12,0.29
112342,-12,-0.68
112393,-12,-0.68
112444,-12,-0.2
112495,-12,-0.68
112546,-12,-0.2
112598,-12,-0.2
112649,-12,-1.17
112700,-12,-0.2
112751,-12,-0.2
112802,-12,-0.2
112852,-12,-0.68
112904,-12,-0.2
112955,-12,-0.68
113006,-12,-0.68
113057,-12,-0.68
113108,-12,-0.2
113160,-12,-0.2
113211,-12,-0.2
113262,-12,-0.68
113312,-12,-1.17
113363,-12,-0.68
113415,-12,-0.68
113466,-12,-0.68
113517,-12,-0.68
113568,-12,-0.68
113619,-12,-0.68
113671,-12,-0.2
113722,-12,-0.68
113773,-12,-0.2
113824,-12,-0.68
113874,-12,-0.68
113926,-12,-0.68
113977,-12,-0.68
114028,-12,-0.2
114079,-12,-0.68
114130,-12,-0.68
114182,-12,-1.17
114233,-12,-0.68
114284,-12,-0.68
114335,-12,-0.68
114385,-12,-0.68
114437,-12,-0.2
114488,-12,-0.68
114539,-12,-1.17
114590,-12,-0.68
114641,-12,-1.17
114693,-12,-1.17
114744,-12,-0.68
114795,-12,-0.2
114846,-12,-1.17
114896,-12,-0.2
114948,-12,-0.2
114999,-12,-0.68
115050,-12,-0.2
115101,-12,-0.68
115152,-12,-0.68
115204,-12,-1.17
115255,-12,-1.17
115306,-12,-1.17
115357,-12,-0.2
115407,-12,-1.17
115459,-12,-0.2
115510,-12,-1.17
115561,-12,-1.17
115612,-12,-0.68
115663,-12,-1.17
115715,-12,-0.68
115766,-12,-0.68
115817,-12,-0.68
115868,-12,-0.68
115919,-12,-0.2
115970,-12,-0.68
116021,-12,-0.68
116072,-12,-0.68
116123,-12,-0.68
116174,-12,-1.17
116226,-12,-0.2
116277,-12,-0.2
116328,-12,-0.68
116379,-12,-0.68
116430,-12,-0.68
116481,-12,-0.68
116532,-12,-1.17
116583,-12,-0.68
116634,-12,-0.2
116685,-12,-0.68
116737,-12,-1.17
116788,-12,-0.68
116839,-12,-0.68
116890,-12,-0.68
116941,-12,-1.17
116992,-12,-1.17
117043,-12,-1.66
117094,-12,-0.68
117145,-12,-0.68
117196,-12,-0.68
117248,-12,-0.68
117299,-12,-0.2
117350,-12,-0.68
117401,-12,-1.17
117452,-12,-0.68
117502,-12,-1.66
117554,-12,-1.66
117605,-12,-0.68
117656,-12,-1.17
117707,-12,-1.66
117758,-12,-0.68
117810,-12,-1.17
117861,-12,-0.68
117912,-12,-1.17
117963,-12,-0.68
118013,-12,-1.17
118065,-12,-0.68
118116,-12,-0.68
118167,-12,-1.66
118218,-12,-0.68
118269,-12,-1.17
118321,-12,-0.68
118372,-12,-1.66
118423,-12,-1.17
118474,-12,-1.66
118525,-12,-1.66
118576,-12,-0.68
118627,-12,-1.17
118678,-12,-1.17
118729,-12,-0.68
118780,-12,-0.68
118832,-12,-0.2
118883,-12,-0.68
118934,-12,-1.66
118985,-12,-1.17
119036,-12,-0.68
119087,-12,-0.68
119138,-12,-1.17
119189,-12,-1.17
119240,-12,-0.68
119291,-12,-1.17
119343,-12,-1.17
119394,-12,-0.68
119445,-12,-1.17
119496,-12,-1.17
119547,-12,-1.66
119598,-12,-0.68
119649,-12,-1.17
119700,-12,-0.68
119751,-12,-1.17
119802,-12,-1.66
119854,-12,-1.17
119905,-12,-0.68
119956,-12,-1.17
120007,-12,-1.66
120058,-12,-1.17
120110,-12,-1.17
120160,-12,-1.17
120211,-12,-0.68
120262,-12,-1.17
120313,-12,-1.17
120365,-12,-1.17
120416,-12,-1.66
120467,-12,-1.17
120518,-12,-2.15
120569,-12,-1.17
120621,-12,-1.66
120672,-12,-0.68
120722,-12,-1.17
120773,-12,-0.68
120824,-12,-1.17
120876,-12,-1.17
120927,-12,-1.17
120978,-12,-1.17
121029,-12,-2.15
121080,-12,-1.66
121132,-12,-1.66
121183,-12,-2.15
121234,-12,-1.66
121284,-12,-0.68
121335,-12,-1.17
121387,-12,-1.17
121438,-12,-1.66
121489,-12,-1.66
121540,-12,-1.17
121591,-12,-1.17
121643,-12,-1.17
121694,-12,-1.17
121745,-12,-1.17
121795,-12,-1.66
121846,-12,-1.66
121897,-12,-0.68
121949,-12,-1.66
122000,-12,-0.68
122051,-12,-1.17
122102,-12,-1.66
122153,-12,-1.66
122205,-12,-1.17
122256,-12,-1.17
122307,-12,-1.66
122357,-12,-1.66
122408,-12,-1.66
122460,-12,-1.17
122511,-12,-1.66
122562,-12,-1.66
122613,-12,-1.17
122664,-12,-1.66
122716,-12,-1.66
122767,-12,-1.66
122818,-12,-1.17
122869,-12,-1.66
122919,-12,-1.17
122971,-12,-1.17
123022,-12,-1.66
123073,-12,-1.17
123124,-12,-1.66
123175,-12,-1.17
123227,-12,-0.68
123278,-12,-1.17
123329,-12,-1.66
123380,-12,-1.17
123430,-12,-1.66
123482,-12,-0.68
123533,-12,-1.17
123584,-12,-1.66
123635,-12,-1.17
123686,-12,-1.17
123738,-12,-1.17
123789,-12,-1.17
123840,-12,-1.66
123891,-12,-1.17
123942,-12,-1.66
123993,-12,-1.66
124044,-12,-1.66
124095,-12,-1.66
124146,-12,-1.17
124197,-12,-1.17
124249,-12,-1.66
124300,-12,-1.17
124351,-12,-1.17
124402,-12,-2.15
124453,-12,-1.66
124505,-12,-1.66
124555,-12,-1.66
124606,-12,-1.17
124657,-12,-1.66
124708,-12,-1.17
124760,-12,-2.15
124811,-12,-1.66
124862,-12,-1.17
124913,-12,-1.66
124964,-12,-1.66
125016,-12,-1.66
125066,-12,-1.17
125117,-12,-1.17
125168,-12,-2.15
125219,-12,-1.66
125271,-12,-1.17
125322,-12,-1.17
125373,-12,-2.15
125424,-12,-1.66
125475,-12,-1.66
125527,-12,-1.66
125578,-12,-1.17
125628,-12,-1.66
125679,-12,-1.66
125730,-12,-1.66
125782,-12,-1.66
125833,-12,-1.66
125884,-12,-1.66
125935,-12,-1.66
125986,-12,-2.15
126038,-12,-1.66
126089,-12,-1.66
126140,-12,-1.17
126190,-12,-1.66
126241,-12,-2.15
126292,-12,-2.15
126344,-12,-1.66
126395,-12,-1.66
126446,-12,-1.66
126497,-12,-1.66
126548,-12,-1.66
126600,-12,-2.15
126651,-12,-1.66
126702,-12,-2.64
126752,-12,-1.66
126803,-12,-2.15
126855,-12,-2.15
126906,-12,-2.15
126957,-12,-1.17
127008,-12,-2.15
127059,-12,-1.66
127111,-12,-1.17
127162,-12,-1.66
127213,-12,-1.66
127263,-12,-1.17
127314,-12,-1.17
127366,-12,-1.66
127417,-12,-1.66
127468,-12,-1.66
127519,-12,-1.66
127570,-12,-1.66
127622,-12,-2.15
127673,-12,-1.17
127724,-12,-1.66
127775,-12,-2.15
127825,-12,-1.66
127877,-12,-1.66
127928,-12,-1.66
127979,-12,-1.66
128030,-12,-1.66
128081,-12,-1.66
128133,-12,-2.15
128184,-12,-1.66
128235,-12,-1.66
128286,-12,-1.66
128337,-12,-1.66
128388,-12,-1.17
128439,-12,-1.66
128490,-12,-1.66
128541,-12,-1.17
128592,-12,-1.66
128644,-12,-2.15
128695,-12,-1.66
128746,-12,-1.66
128797,-12,-1.66
128848,-12,-2.64
128899,-12,-1.66
128950,-12,-1.17
129001,-12,-2.15
129052,-12,-2.15
129103,-12,-1.66
129155,-12,-1.66
129206,-12,-1.66
129257,-12,-1.66
129308,-12,-1.66
129359,-12,-1.66
129411,-12,-1.66
129461,-12,-2.15
129512,-12,-2.15
129563,-12,-2.15
129614,-12,-2.15
129666,-12,-2.15
129717,-12,-2.15
129768,-12,-1.66
129819,-12,-2.15
129870,-12,-1.66
129922,-12,-2.64
129973,-12,-1.66
130023,-12,-2.15
130074,-12,-1.66
130125,-12,-2.15
130177,-12,-1.66
130228,-12,-1.66
130279,-12,-2.64
130330,-12,-2.15
130381,-12,-2.15
130433,-12,-1.66
130484,-12,-1.66
130535,-12,-1.66
130585,-12,-1.66
130636,-12,-2.15
130688,-12,-2.15
130739,-12,-2.15
130790,-12,-1.17
130841,-12,-2.64
130892,-12,-2.15
130944,-12,-1.66
130995,-12,-2.15
131046,-12,-2.15
131097,-12,-2.15
131147,-12,-1.66
131198,-12,-1.66
131250,-12,-2.15
131301,-12,-1.66
131352,-12,-2.15
131403,-12,-2.64
131454,-12,-2.64
131506,-12,-2.15
131557,-12,-2.15
131608,-12,-2.64
131658,-12,-2.64
131709,-12,-3.12
131761,-12,-2.15
131812,-12,-2.15
131863,-12,-2.64
131914,-12,-2.64
131965,-12,-2.64
132017,-12,-2.64
132068,-12,-2.64
132119,-12,-3.12
132170,-12,-2.64
132220,-12,-2.15
132272,-12,-3.12
132323,-12,-3.12
132374,-12,-2.15
132425,-12,-2.64
132476,-12,-2.15
132528,-12,-2.15
132579,-12,-2.64
132630,-12,-1.66
132681,-12,-2.64
132732,-12,-2.64
132783,-12,-2.64
132834,-12,-2.64
132885,-12,-2.64
132936,-12,-2.64
132987,-12,-3.12
133039,-12,-2.64
133090,-12,-1.66
133141,-12,-2.15
133192,-12,-2.64
133243,-12,-2.64
133295,-12,-2.64
133345,-12,-2.15
133396,-12,-2.64
133447,-12,-2.64
133498,-12,-3.12
133550,-12,-2.15
133601,-12,-1.66
133652,-12,-1.66
133703,-12,-2.64
133754,-12,-2.64
133806,-12,-2.15
133856,-12,-2.64
133907,-12,-2.15
133958,-12,-2.64
134009,-12,-3.61
134061,-12,-2.64
134112,-12,-2.64
134163,-12,-3.12
134214,-12,-2.15
134265,-12,-3.12
134317,-12,-2.15
134368,-12,-3.12
134418,-12,-3.12
134469,-12,-2.64
134520,-12,-3.12
134572,-12,-2.64
134623,-12,-2.64
134674,-12,-2.64
134725,-12,-2.64
134776,-12,-2.64
134828,-12,-2.64
134879,-12,-3.12
134930,-12,-2.15
134980,-12,-2.15
135031,-12,-2.15
135083,-12,-2.64
135134,-12,-2.15
135185,-12,-2.64
135236,-12,-2.64
135287,-12,-1.66
135339,-12,-2.15
135390,-12,-2.15
135441,-12,-2.15
135492,-12,-1.66
135542,-12,-2.15
135593,-12,-2.64
135645,-12,-2.15
135696,-12,-2.64
135747,-12,-2.64
135798,-12,-2.64
135849,-12,-2.15
135901,-12,-2.64
135952,-12,-2.64
136003,-12,-2.15
136054,-12,-2.15
136104,-12,-3.12
136156,-12,-2.15
136207,-12,-2.64
136258,-12,-2.15
136309,-12,-2.64
136360,-12,-2.15
136412,-12,-2.64
136463,-12,-2.64
136514,-12,-2.64
136565,-12,-3.12
136615,-12,-2.64
136667,-12,-2.15
136718,-12,-2.64
136769,-12,-2.64
136820,-12,-2.15
136871,-12,-2.64
136923,-12,-2.64
136974,-12,-2.64
137025,-12,-3.12
137076,-12,-3.12
137127,-12,-2.64
137178,-12,-3.12
137229,-12,-3.12
137280,-12,-3.12
137331,-12,-3.12
137382,-12,-2.64
137434,-12,-2.15
137485,-12,-2.64
137536,-12,-2.15
137587,-12,-2.15
137638,-12,-3.12
137690,-12,-3.12
137740,-12,-2.64
137791,-12,-2.15
137842,-12,-3.61
137893,-12,-2.64
137945,-12,-3.61
137996,-12,-2.64
138047,-12,-2.64
138098,-12,-3.12
138149,-12,-2.64
138201,-12,-2.64
138252,-12,-2.64
138302,-12,-3.12
138353,-12,-2.64
138404,-12,-2.64
138456,-12,-2.64
138507,-12,-2.15
138558,-12,-2.64
138609,-12,-2.64
138660,-12,-2.64
138712,-12,-3.12
138763,-12,-2.64
138814,-12,-2.64
138864,-12,-3.12
138915,-12,-3.61
138967,-12,-3.12
139018,-12,-3.12
139069,-12,-2.64
