Time (milliseconds),Input (-12 C),Temp (C)
139120,-12,-3.12
139171,-12,-2.64
139223,-12,-2.64
139274,-12,-1.66
139325,-12,-3.61
139375,-12,-2.15
139426,-12,-3.12
139478,-12,-2.64
139529,-12,-2.15
139580,-12,-2.64
139631,-12,-2.15
139682,-12,-2.15
139734,-12,-2.15
139785,-12,-3.12
139836,-12,-2.64
139887,-12,-3.12
139937,-12,-2.64
139988,-12,-2.64
140040,-12,-2.64
140091,-12,-3.12
140142,-12,-3.61
140193,-12,-3.12
140244,-12,-3.61
140296,-12,-2.64
140347,-12,-3.12
140398,-12,-2.64
140449,-12,-3.12
140500,-12,-3.12
140551,-12,-2.64
140602,-12,-2.64
140653,-12,-3.12
140704,-12,-3.12
140755,-12,-2.64
140807,-12,-2.64
140858,-12,-3.61
140909,-12,-3.12
140960,-12,-2.64
141011,-12,-3.12
141063,-12,-2.15
141113,-12,-3.61
141164,-12,-2.15
141215,-12,-3.12
141266,-12,-3.12
141318,-12,-3.12
141369,-12,-3.61
141420,-12,-3.61
141471,-12,-3.12
141522,-12,-3.12
141574,-12,-3.61
141625,-12,-2.64
141675,-12,-4.1
141726,-12,-3.12
141777,-12,-3.12
141829,-12,-2.64
141880,-12,-3.61
141931,-12,-3.12
141982,-12,-2.64
142033,-12,-2.64
142085,-12,-3.12
142136,-12,-2.64
142186,-12,-2.64
142237,-12,-3.12
142288,-12,-3.12
142340,-12,-3.12
142391,-12,-2.64
142442,-12,-3.61
142493,-12,-3.12
142544,-12,-3.12
142596,-12,-2.64
142647,-12,-3.12
142698,-12,-3.12
142748,-12,-3.12
142799,-12,-3.61
142851,-12,-2.15
142902,-12,-2.64
142953,-12,-3.12
143004,-12,-3.12
143055,-12,-3.12
143107,-12,-3.61
143158,-12,-3.12
143209,-12,-2.64
143260,-12,-2.64
143310,-12,-3.12
143362,-12,-2.64
143413,-12,-3.12
143464,-12,-3.12
143515,-12,-3.12
143566,-12,-3.12
143618,-12,-2.64
143669,-12,-3.12
143720,-12,-3.12
143771,-12,-2.64
143822,-12,-3.61
143873,-12,-3.61
143924,-12,-2.64
143975,-12,-2.64
144026,-12,-2.64
144077,-12,-3.12
144129,-12,-4.1
144180,-12,-3.12
144231,-12,-3.12
144282,-12,-3.12
144333,-12,-2.64
144385,-12,-3.61
144435,-12,-3.12
144486,-12,-3.12
144537,-12,-3.61
144588,-12,-3.12
144640,-12,-3.12
144691,-12,-3.12
144742,-12,-2.64
144793,-12,-3.61
144844,-12,-3.12
144896,-12,-2.64
144947,-12,-2.64
144997,-12,-3.12
145048,-12,-3.12
145099,-12,-3.12
145150,-12,-3.12
145202,-12,-3.12
145253,-12,-3.12
145304,-12,-3.12
145355,-12,-3.12
145406,-12,-3.61
145458,-12,-4.1
145508,-12,-3.61
145559,-12,-3.61
145610,-12,-3.61
145661,-12,-3.61
145713,-12,-3.12
145764,-12,-3.12
145815,-12,-3.61
145866,-12,-3.12
145917,-12,-3.12
145969,-12,-3.12
146020,-12,-3.12
146070,-12,-3.12
146121,-12,-3.12
146172,-12,-3.12
146224,-12,-2.64
146275,-12,-3.61
146326,-12,-3.12
146377,-12,-3.61
146428,-12,-3.12
146480,-12,-3.12
146531,-12,-3.12
146582,-12,-3.61
146632,-12,-3.12
146683,-12,-3.61
146735,-12,-3.61
146786,-12,-3.61
146837,-12,-3.12
146888,-12,-3.12
146939,-12,-3.12
146991,-12,-3.12
147042,-12,-3.61
147093,-12,-3.12
147144,-12,-3.61
147194,-12,-3.12
147246,-12,-3.12
147297,-12,-3.61
147348,-12,-3.12
147399,-12,-3.12
147450,-12,-3.12
147502,-12,-3.12
147553,-12,-3.12
147604,-12,-3.12
147655,-12,-3.12
147706,-12,-3.12
147757,-12,-3.61
147808,-12,-3.61
147859,-12,-3.12
147910,-12,-3.61
147961,-12,-4.1
148013,-12,-3.12
148064,-12,-3.61
148115,-12,-4.1
148166,-12,-3.61
148217,-12,-3.61
148269,-12,-3.12
148319,-12,-3.12
148370,-12,-3.12
148421,-12,-3.12
148472,-12,-3.61
148524,-12,-3.12
148575,-12,-3.61
148626,-12,-4.59
148677,-12,-3.12
148728,-12,-3.12
148780,-12,-3.12
148831,-12,-2.64
148881,-12,-3.12
148932,-12,-3.61
148983,-12,-4.1
149035,-12,-3.61
149086,-12,-3.61
149137,-12,-2.64
149188,-12,-3.61
149239,-12,-3.61
149291,-12,-3.61
149342,-12,-3.61
149392,-12,-3.61
149443,-12,-3.61
149494,-12,-3.12
149545,-12,-4.1
149597,-12,-3.61
149648,-12,-3.61
149699,-12,-3.12
149750,-12,-3.61
149801,-12,-3.61
149853,-12,-3.61
149904,-12,-3.12
149954,-12,-3.12
150005,-12,-3.61
150056,-12,-3.61
150108,-12,-3.61
150159,-12,-3.61
150210,-12,-3.61
150261,-12,-3.61
150312,-12,-3.12
150364,-12,-3.12
150415,-12,-3.61
150466,-12,-4.1
150516,-12,-3.61
150567,-12,-4.1
150619,-12,-3.61
150670,-12,-3.61
150721,-12,-4.1
150772,-12,-4.1
150823,-12,-3.12
150875,-12,-4.1
150926,-12,-3.61
150977,-12,-4.1
151028,-12,-4.1
151078,-12,-4.1
151130,-12,-3.61
151181,-12,-4.1
151232,-12,-3.61
151283,-12,-3.61
151334,-12,-4.1
151386,-12,-4.1
151437,-12,-3.12
151488,-12,-4.59
151539,-12,-4.59
151589,-12,-3.61
151641,-12,-4.1
151692,-12,-4.1
151743,-12,-3.61
151794,-12,-4.1
151845,-12,-3.61
151897,-12,-3.61
151948,-12,-3.61
151999,-12,-3.61
152050,-12,-3.61
152101,-12,-3.61
152152,-12,-3.61
152203,-12,-3.61
152254,-12,-3.12
152305,-12,-4.1
152356,-12,-3.61
152408,-12,-3.61
152459,-12,-3.61
152510,-12,-3.12
152561,-12,-3.61
152612,-12,-3.61
152664,-12,-3.61
152714,-12,-3.61
152765,-12,-3.61
152816,-12,-3.61
152867,-12,-3.61
152919,-12,-3.61
152970,-12,-3.61
153021,-12,-4.1
153072,-12,-3.61
153123,-12,-3.12
153175,-12,-3.61
153226,-12,-3.61
153276,-12,-3.61
153327,-12,-4.1
153378,-12,-4.1
153430,-12,-3.61
153481,-12,-3.12
153532,-12,-3.61
153583,-12,-3.61
153634,-12,-3.61
153686,-12,-3.61
153737,-12,-3.61
153788,-12,-4.1
153838,-12,-3.61
153889,-12,-4.1
153940,-12,-4.59
153992,-12,-3.12
154043,-12,-4.1
154094,-12,-3.61
154145,-12,-4.1
154196,-12,-3.61
154248,-12,-4.1
154299,-12,-3.12
154349,-12,-3.61
154400,-12,-3.61
154451,-12,-3.61
154503,-12,-3.61
154554,-12,-4.1
154605,-12,-4.1
154656,-12,-4.1
154707,-12,-4.1
154759,-12,-3.61
154810,-12,-3.61
154861,-12,-3.61
154911,-12,-4.1
154962,-12,-4.1
155014,-12,-3.12
155065,-12,-3.12
155116,-12,-3.12
155167,-12,-4.1
155218,-12,-4.1
155270,-12,-4.1
155321,-12,-3.12
155372,-12,-3.61
155423,-12,-3.61
155473,-12,-4.1
155525,-12,-3.12
155576,-12,-3.61
155627,-12,-3.61
155678,-12,-3.61
155729,-12,-4.1
155781,-12,-4.1
155832,-12,-4.1
155883,-12,-3.61
155934,-12,-3.12
155984,-12,-3.61
156036,-12,-3.61
156087,-12,-3.61
156138,-12,-4.1
156189,-12,-3.61
156240,-12,-4.1
156292,-12,-3.61
156343,-12,-4.1
156394,-12,-4.1
156445,-12,-4.1
156496,-12,-4.1
156547,-12,-3.61
156598,-12,-4.59
156649,-12,-4.1
156700,-12,-4.1
156751,-12,-3.61
156803,-12,-4.1
156854,-12,-4.59
156905,-12,-4.1
156956,-12,-4.1
157007,-12,-4.59
157058,-12,-4.1
157109,-12,-4.1
157160,-12,-4.1
157211,-12,-3.61
157262,-12,-4.1
157314,-12,-4.1
157365,-12,-4.1
157416,-12,-4.1
157467,-12,-4.1
157518,-12,-4.1
157570,-12,-3.61
157620,-12,-4.1
157671,-12,-4.1
157722,-12,-3.61
157773,-12,-3.61
157825,-12,-4.1
157876,-12,-3.61
157927,-12,-3.61
157978,-12,-4.1
158029,-12,-4.59
158081,-12,-4.1
158131,-12,-4.1
158182,-12,-4.1
158233,-12,-4.1
158284,-12,-3.61
158336,-12,-3.61
158387,-12,-4.1
158438,-12,-3.61
158489,-12,-4.1
158540,-12,-4.59
158592,-12,-3.61
158643,-12,-4.1
158693,-12,-3.61
158744,-12,-4.1
158795,-12,-3.61
158846,-12,-3.61
158898,-12,-5.08
158949,-12,-3.61
159000,-12,-3.61
159051,-12,-3.61
159102,-12,-3.61
159154,-12,-4.1
159204,-12,-4.1
159255,-12,-4.1
159306,-12,-3.61
159357,-12,-4.59
159409,-12,-4.1
159460,-12,-3.61
159511,-12,-3.61
159562,-12,-4.59
159613,-12,-4.59
159665,-12,-3.61
159716,-12,-3.61
159766,-12,-4.59
159817,-12,-3.61
159868,-12,-4.59
159920,-12,-3.61
159971,-12,-3.61
160022,-12,-4.1
160073,-12,-4.1
160124,-12,-4.1
160176,-12,-4.1
160227,-12,-5.08
160278,-12,-4.1
160328,-12,-4.1
160379,-12,-3.61
160431,-12,-4.1
160482,-12,-4.1
160533,-12,-4.1
160584,-12,-3.61
160635,-12,-4.59
160687,-12,-4.1
160738,-12,-4.59
160789,-12,-3.61
160839,-12,-4.1
160890,-12,-4.59
160942,-12,-4.59
160993,-12,-4.1
161044,-12,-4.1
161095,-12,-4.59
161146,-12,-4.1
161198,-12,-4.59
161249,-12,-5.08
161300,-12,-4.1
161351,-12,-3.61
161401,-12,-4.59
161453,-12,-3.61
161504,-12,-4.59
161555,-12,-4.1
161606,-12,-4.1
161657,-12,-4.1
161709,-12,-4.1
161760,-12,-4.1
161811,-12,-4.1
161862,-12,-4.59
161912,-12,-4.59
161964,-12,-3.61
162015,-12,-4.1
162066,-12,-3.61
162117,-12,-4.59
162168,-12,-4.1
162220,-12,-4.1
162271,-12,-4.59
162322,-12,-4.59
162373,-12,-4.1
162424,-12,-4.1
162475,-12,-4.59
162526,-12,-4.1
162577,-12,-4.1
162628,-12,-4.1
162679,-12,-4.1
162731,-12,-4.1
162782,-12,-4.1
162833,-12,-4.1
162884,-12,-4.1
162935,-12,-4.1
162985,-12,-3.61
163037,-12,-4.59
163088,-12,-3.61
163139,-12,-4.59
163190,-12,-4.1
163241,-12,-4.1
163293,-12,-4.1
163344,-12,-4.1
163395,-12,-4.1
163446,-12,-4.1
163496,-12,-4.59
163548,-12,-4.1
163599,-12,-4.1
163650,-12,-4.59
163701,-12,-4.59
163752,-12,-5.08
163804,-12,-4.1
163855,-12,-4.59
163906,-12,-4.1
163957,-12,-4.59
164008,-12,-4.59
164059,-12,-4.1
164110,-12,-4.59
164161,-12,-4.1
164212,-12,-4.1
164263,-12,-4.59
164315,-12,-4.1
164366,-12,-4.59
164417,-12,-5.08
164468,-12,-4.59
164519,-12,-4.59
164570,-12,-4.1
164621,-12,-4.1
164672,-12,-4.59
164723,-12,-4.1
164774,-12,-4.1
164826,-12,-3.61
164877,-12,-4.59
164928,-12,-3.61
164979,-12,-4.1
165030,-12,-4.1
165082,-12,-4.59
165132,-12,-4.59
165183,-12,-4.1
165234,-12,-5.08
165285,-12,-4.59
165337,-12,-4.59
165388,-12,-4.59
165439,-12,-4.59
165490,-12,-4.1
165541,-12,-4.1
165593,-12,-4.59
165643,-12,-4.59
165694,-12,-4.59
165745,-12,-4.1
165796,-12,-4.59
165848,-12,-4.59
165899,-12,-4.59
165950,-12,-4.59
166001,-12,-4.1
166052,-12,-4.59
166104,-12,-4.1
166155,-12,-5.57
166205,-12,-5.08
166256,-12,-4.1
166307,-12,-4.1
166359,-12,-4.59
166410,-12,-4.59
166461,-12,-4.59
166512,-12,-4.1
166563,-12,-4.59
166615,-12,-3.61
166666,-12,-4.59
166716,-12,-4.59
166767,-12,-4.59
166818,-12,-4.1
166870,-12,-4.1
166921,-12,-4.1
166972,-12,-4.1
167023,-12,-5.08
167074,-12,-4.59
167126,-12,-4.59
167177,-12,-4.59
167228,-12,-4.1
167278,-12,-4.59
167329,-12,-5.08
167380,-12,-4.1
167432,-12,-4.59
167483,-12,-5.08
167534,-12,-4.1
167585,-12,-4.59
167636,-12,-4.59
167688,-12,-3.61
167739,-12,-4.1
167789,-12,-4.59
167840,-12,-4.59
167891,-12,-5.08
167943,-12,-4.59
167994,-12,-4.59
168045,-12,-4.1
168096,-12,-4.1
168147,-12,-4.59
168199,-12,-4.59
168250,-12,-4.1
168301,-12,-5.08
168351,-12,-4.59
168402,-12,-4.1
168454,-12,-4.59
168505,-12,-4.59
168556,-12,-5.08
168607,-12,-4.1
168658,-12,-4.1
168710,-12,-4.59
168761,-12,-4.59
168812,-12,-4.59
168862,-12,-4.1
168913,-12,-4.59
168965,-12,-4.59
169016,-12,-4.59
169067,-12,-5.08
169118,-12,-4.59
169169,-12,-5.08
169221,-12,-5.08
169272,-12,-5.08
169323,-12,-4.59
169374,-12,-4.59
169424,-12,-4.59
169476,-12,-5.08
169527,-12,-5.08
169578,-12,-5.08
169629,-12,-5.57
169680,-12,-4.59
169732,-12,-4.59
169783,-12,-4.59
169834,-12,-5.08
169885,-12,-4.59
169935,-12,-4.59
169987,-12,-5.08
170038,-12,-4.59
170089,-12,-5.08
170140,-12,-5.08
170191,-12,-4.1
170243,-12,-4.59
170294,-12,-4.59
170345,-12,-4.59
170396,-12,-4.59
170446,-12,-5.08
170498,-12,-5.08
170549,-12,-4.59
170600,-12,-4.59
170651,-12,-5.08
170702,-12,-5.08
170754,-12,-5.08
170805,-12,-5.08
170856,-12,-5.08
170907,-12,-4.59
170957,-12,-4.59
171009,-12,-5.08
171060,-12,-4.59
171111,-12,-5.08
171162,-12,-4.59
171213,-12,-5.08
171265,-12,-4.59
171316,-12,-5.57
171367,-12,-5.08
171418,-12,-5.08
171469,-12,-5.08
171520,-12,-5.57
171571,-12,-4.1
171622,-12,-5.57
171673,-12,-5.08
171724,-12,-5.08
171776,-12,-5.57
171827,-12,-4.59
171878,-12,-5.08
171929,-12,-4.59
171980,-12,-5.08
172030,-12,-4.1
172082,-12,-5.57
172133,-12,-4.59
172184,-12,-5.08
172235,-12,-6.05
172286,-12,-5.08
172338,-12,-5.57
172389,-12,-5.08
172440,-12,-5.57
172491,-12,-4.59
172541,-12,-5.08
172593,-12,-5.08
172644,-12,-4.59
172695,-12,-5.57
172746,-12,-5.08
172797,-12,-5.57
172849,-12,-5.08
172900,-12,-5.57
172951,-12,-5.57
173002,-12,-4.59
173053,-12,-4.59
173104,-12,-4.59
173155,-12,-5.08
173206,-12,-5.08
173257,-12,-5.57
173308,-12,-5.08
173360,-12,-5.08
173411,-12,-5.08
173462,-12,-5.08
173513,-12,-5.08
173564,-12,-5.08
173615,-12,-5.08
173666,-12,-5.57
173717,-12,-5.08
173768,-12,-4.59
173819,-12,-5.57
173871,-12,-5.57
173922,-12,-6.05
173973,-12,-5.57
174024,-12,-5.57
174075,-12,-5.08
174127,-12,-5.57
174177,-12,-4.59
174228,-12,-5.57
174279,-12,-5.08
174330,-12,-6.05
174382,-12,-5.57
174433,-12,-5.08
174484,-12,-5.57
174535,-12,-4.59
174586,-12,-4.59
174638,-12,-5.08
174688,-12,-5.08
174739,-12,-5.57
174790,-12,-5.57
174841,-12,-5.08
174893,-12,-5.08
174944,-12,-5.08
174995,-12,-5.08
175046,-12,-5.08
175097,-12,-5.08
175149,-12,-5.57
175200,-12,-5.08
175250,-12,-4.59
175301,-12,-5.08
175352,-12,-5.57
175404,-12,-4.59
175455,-12,-6.05
175506,-12,-5.08
175557,-12,-5.57
175608,-12,-5.08
175660,-12,-5.08
175711,-12,-5.57
175761,-12,-5.57
175812,-12,-5.57
175863,-12,-5.08
175915,-12,-5.57
175966,-12,-5.08
176017,-12,-5.57
176068,-12,-5.57
176119,-12,-6.05
176171,-12,-5.08
176222,-12,-6.05
176272,-12,-5.08
176323,-12,-5.08
176374,-12,-5.57
176425,-12,-5.57
176477,-12,-5.57
176528,-12,-5.57
176579,-12,-5.57
176630,-12,-5.08
176681,-12,-5.57
176733,-12,-5.57
176784,-12,-6.05
176834,-12,-6.05
176885,-12,-6.05
176936,-12,-5.57
176988,-12,-5.57
177039,-12,-5.08
177090,-12,-6.05
177141,-12,-6.05
177192,-12,-5.57
177244,-12,-5.57
177295,-12,-5.57
177345,-12,-5.57
177396,-12,-5.57
177447,-12,-5.57
177499,-12,-6.05
177550,-12,-6.05
177601,-12,-5.57
177652,-12,-5.57
177703,-12,-6.05
177755,-12,-5.57
177806,-12,-5.57
177857,-12,-6.05
177907,-12,-6.05
177958,-12,-5.57
178010,-12,-6.05
178061,-12,-5.57
178112,-12,-6.05
178163,-12,-6.05
178214,-12,-6.05
178266,-12,-5.57
178317,-12,-6.05
178368,-12,-6.05
178418,-12,-5.57
178469,-12,-5.57
178521,-12,-5.57
178572,-12,-5.57
178623,-12,-5.57
178674,-12,-5.57
178725,-12,-6.05
178777,-12,-6.54
178828,-12,-5.57
178879,-12,-6.05
178930,-12,-6.05
178980,-12,-6.54
179032,-12,-6.05
179083,-12,-6.05
179134,-12,-6.05
179185,-12,-5.08
179236,-12,-5.57
179288,-12,-5.57
179339,-12,-6.54
179390,-12,-6.05
179441,-12,-6.05
179491,-12,-5.57
179543,-12,-5.08
179594,-12,-5.57
179645,-12,-6.05
179696,-12,-6.05
179747,-12,-6.54
179799,-12,-5.57
179850,-12,-6.05
179901,-12,-6.05
179952,-12,-6.05
180002,-12,-6.05
180054,-12,-6.54
180105,-12,-6.05
180156,-12,-6.54
180207,-12,-5.57
180258,-12,-5.57
180310,-12,-5.57
180361,-12,-5.57
180412,-12,-5.57
180463,-12,-6.05
180514,-12,-5.57
180564,-12,-5.57
180616,-12,-5.57
180667,-12,-5.57
180718,-12,-5.08
180769,-12,-5.08
180820,-12,-5.57
180872,-12,-5.57
180923,-12,-5.57
180974,-12,-5.57
181025,-12,-5.08
181075,-12,-6.05
181127,-12,-5.57
181178,-12,-6.05
181229,-12,-5.57
181280,-12,-5.57
181331,-12,-6.05
181383,-12,-5.57
181434,-12,-6.05
181485,-12,-5.57
181536,-12,-5.08
181587,-12,-5.08
181638,-12,-5.08
181689,-12,-5.57
181740,-12,-5.57
181791,-12,-5.57
181842,-12,-5.57
181894,-12,-5.57
181945,-12,-6.05
181996,-12,-5.57
182047,-12,-5.08
182098,-12,-5.08
182149,-12,-5.57
182200,-12,-5.57
182251,-12,-6.05
182302,-12,-6.05
182353,-12,-5.08
182405,-12,-5.57
182456,-12,-6.05
182507,-12,-5.57
182558,-12,-6.05
182609,-12,-5.57
182661,-12,-5.08
182711,-12,-5.08
182762,-12,-5.57
182813,-12,-5.08
182864,-12,-6.05
182916,-12,-5.57
182967,-12,-6.05
183018,-12,-5.57
183069,-12,-5.57
183120,-12,-5.57
183172,-12,-5.57
183222,-12,-5.08
183273,-12,-5.57
183324,-12,-5.57
183375,-12,-6.05
183427,-12,-5.57
183478,-12,-5.08
183529,-12,-5.57
183580,-12,-5.57
183631,-12,-5.57
183683,-12,-6.05
183734,-12,-6.05
183784,-12,-5.57
183835,-12,-5.08
183886,-12,-5.57
183938,-12,-6.05
183989,-12,-5.57
184040,-12,-6.05
184091,-12,-5.57
184142,-12,-5.57
184194,-12,-5.57
184245,-12,-5.57
184295,-12,-5.57
184346,-12,-6.05
184397,-12,-6.05
184449,-12,-6.05
184500,-12,-6.05
184551,-12,-5.57
184602,-12,-6.05
184653,-12,-5.57
184705,-12,-5.57
184756,-12,-6.05
184807,-12,-5.57
184857,-12,-6.05
184908,-12,-6.54
184960,-12,-5.57
185011,-12,-5.57
185062,-12,-6.05
185113,-12,-6.05
185164,-12,-6.05
185216,-12,-6.05
185267,-12,-6.54
185318,-12,-6.05
185368,-12,-5.57
185419,-12,-5.57
185470,-12,-5.57
185522,-12,-5.57
185573,-12,-6.05
185624,-12,-6.05
185675,-12,-5.57
185726,-12,-6.05
185778,-12,-6.05
185829,-12,-5.57
185879,-12,-6.54
185930,-12,-6.54
185981,-12,-7.03
186033,-12,-5.57
186084,-12,-6.54
186135,-12,-6.54
186186,-12,-5.57
186237,-12,-6.05
186289,-12,-6.05
186340,-12,-6.05
186391,-12,-6.05
186441,-12,-6.05
186492,-12,-6.05
186544,-12,-6.05
186595,-12,-6.05
186646,-12,-5.57
186697,-12,-7.03
186748,-12,-6.05
186800,-12,-6.54
186851,-12,-6.54
186902,-12,-6.05
186952,-12,-6.54
187003,-12,-6.05
187055,-12,-6.54
187106,-12,-5.57
187157,-12,-5.57
187208,-12,-6.05
187259,-12,-5.57
187311,-12,-6.54
187362,-12,-6.05
187413,-12,-6.05
187463,-12,-6.54
187514,-12,-6.05
187566,-12,-6.54
187617,-12,-6.05
187668,-12,-6.05
187719,-12,-6.54
187770,-12,-7.03
187822,-12,-6.54
187873,-12,-6.54
187924,-12,-5.57
187975,-12,-6.54
188025,-12,-6.54
188077,-12,-6.05
188128,-12,-6.54
188179,-12,-6.05
188230,-12,-6.05
188281,-12,-6.05
188333,-12,-6.54
188384,-12,-5.57
188435,-12,-6.05
188486,-12,-6.05
188537,-12,-7.03
188588,-12,-6.54
188639,-12,-6.05
188690,-12,-6.05
188741,-12,-6.54
188792,-12,-6.54
188844,-12,-7.03
188895,-12,-6.05
188946,-12,-6.05
188997,-12,-5.57
189048,-12,-6.05
189099,-12,-6.05
189150,-12,-5.57
189201,-12,-7.03
189252,-12,-6.05
189303,-12,-6.05
189355,-12,-6.05
189406,-12,-5.57
189457,-12,-6.54
189508,-12,-6.54
189559,-12,-5.57
189609,-12,-6.05
189661,-12,-6.05
189712,-12,-6.54
189763,-12,-5.57
189814,-12,-6.05
189865,-12,-6.54
189917,-12,-6.54
189968,-12,-6.54
190019,-12,-6.05
190070,-12,-5.57
190121,-12,-6.05
190172,-12,-6.05
190223,-12,-6.05
190274,-12,-7.03
190325,-12,-6.05
190376,-12,-6.05
190428,-12,-6.05
190479,-12,-6.54
190530,-12,-6.05
190581,-12,-6.05
190632,-12,-6.05
190683,-12,-5.57
190734,-12,-6.54
190785,-12,-5.57
190836,-12,-5.57
190887,-12,-6.05
190939,-12,-6.54
190990,-12,-5.08
191041,-12,-6.05
191092,-12,-6.05
191143,-12,-6.05
191195,-12,-6.54
191245,-12,-6.54
191296,-12,-6.54
191347,-12,-6.54
191398,-12,-6.54
191450,-12,-6.05
191501,-12,-6.54
191552,-12,-6.05
191603,-12,-6.05
191654,-12,-6.05
191706,-12,-6.54
191757,-12,-7.03
191807,-12,-6.05
191858,-12,-6.05
191909,-12,-6.05
191961,-12,-5.57
192012,-12,-5.57
192063,-12,-6.05
192114,-12,-6.05
192165,-12,-6.05
192217,-12,-5.57
192268,-12,-6.05
192318,-12,-6.05
192369,-12,-6.05
192420,-12,-6.05
192472,-12,-7.03
192523,-12,-6.05
192574,-12,-6.05
192625,-12,-6.05
192676,-12,-6.05
192728,-12,-5.57
192779,-12,-5.57
192829,-12,-6.54
192880,-12,-5.57
192931,-12,-6.54
192983,-12,-6.05
193034,-12,-6.05
193085,-12,-6.05
193136,-12,-6.05
193187,-12,-6.54
193239,-12,-6.54
193290,-12,-6.54
193341,-12,-6.54
193391,-12,-6.05
193442,-12,-6.05
193494,-12,-7.03
193545,-12,-6.54
193596,-12,-7.03
193647,-12,-6.54
193698,-12,-6.05
193750,-12,-6.54
193801,-12,-6.05
193852,-12,-6.05
193902,-12,-6.54
193953,-12,-6.54
194004,-12,-6.05
194056,-12,-6.05
194107,-12,-6.05
194158,-12,-6.54
194209,-12,-6.05
194260,-12,-6.54
194312,-12,-6.54
194363,-12,-6.05
194414,-12,-6.54
194464,-12,-6.54
194515,-12,-7.03
194567,-12,-7.03
194618,-12,-6.54
194669,-12,-7.03
194720,-12,-6.54
194771,-12,-6.05
194823,-12,-6.54
194874,-12,-6.54
194925,-12,-6.54
194975,-12,-7.03
195026,-12,-6.54
195078,-12,-6.54
195129,-12,-7.03
195180,-12,-6.54
195231,-12,-6.54
195282,-12,-6.54
195334,-12,-7.03
195385,-12,-6.54
195436,-12,-7.03
195487,-12,-7.03
195537,-12,-7.03
195589,-12,-7.03
195640,-12,-6.54
195691,-12,-6.54
195742,-12,-6.54
195793,-12,-7.52
195845,-12,-6.54
195896,-12,-6.54
195947,-12,-7.03
195998,-12,-6.54
196049,-12,-6.54
196100,-12,-6.05
196151,-12,-6.54
196202,-12,-6.54
196253,-12,-6.54
196304,-12,-7.03
196356,-12,-6.54
196407,-12,-7.03
196458,-12,-6.54
196509,-12,-7.03
196560,-12,-6.54
196611,-12,-6.54
196662,-12,-6.54
196713,-12,-6.54
196764,-12,-6.54
196815,-12,-6.54
196867,-12,-7.03
196918,-12,-7.03
196969,-12,-7.03
197020,-12,-7.03
197071,-12,-6.54
197123,-12,-7.03
197173,-12,-7.03
197224,-12,-7.03
197275,-12,-6.54
197326,-12,-7.03
197378,-12,-6.54
197429,-12,-6.54
197480,-12,-6.05
197531,-12,-6.54
197582,-12,-6.54
197634,-12,-7.03
197685,-12,-7.03
197735,-12,-6.05
197786,-12,-6.54
197837,-12,-6.54
197889,-12,-6.54
197940,-12,-6.05
197991,-12,-6.54
198042,-12,-7.03
198093,-12,-6.54
198145,-12,-6.54
198196,-12,-7.03
198246,-12,-6.54
198297,-12,-6.54
198348,-12,-6.54
198400,-12,-7.03
198451,-12,-6.54
198502,-12,-6.54
198553,-12,-7.52
198604,-12,-6.54
198656,-12,-6.54
198707,-12,-7.03
198758,-12,-6.54
198808,-12,-6.54
198859,-12,-6.54
198910,-12,-7.03
198962,-12,-7.03
199013,-12,-6.54
199064,-12,-6.05
199115,-12,-6.54
199166,-12,-7.03
199218,-12,-6.54
199269,-12,-6.54
199320,-12,-6.54
199370,-12,-7.52
199421,-12,-7.03
199473,-12,-6.54
199524,-12,-6.54
199575,-12,-6.54
199626,-12,-7.03
199677,-12,-6.54
199729,-12,-6.54
199780,-12,-6.54
199831,-12,-6.05
199882,-12,-6.54
199932,-12,-6.54
199984,-12,-6.54
200035,-12,-7.03
200086,-12,-7.03
200137,-12,-6.54
200188,-12,-7.03
200240,-12,-6.54
200291,-12,-7.03
200342,-12,-7.03
200393,-12,-7.52
200443,-12,-7.03
200495,-12,-6.54
200546,-12,-6.54
200597,-12,-6.54
200648,-12,-7.03
200699,-12,-7.03
200751,-12,-7.03
200802,-12,-6.54
200853,-12,-7.03
200904,-12,-7.03
200955,-12,-6.05
201006,-12,-7.03
201057,-12,-7.03
201108,-12,-6.05
201159,-12,-7.03
201210,-12,-7.03
201262,-12,-7.03
201313,-12,-6.54
201364,-12,-6.54
201415,-12,-6.54
201466,-12,-7.52
201517,-12,-6.54
201568,-12,-6.54
201619,-12,-7.03
201670,-12,-6.54
201721,-12,-7.03
201773,-12,-7.52
201824,-12,-6.54
201875,-12,-7.52
201926,-12,-7.52
201977,-12,-7.03
202029,-12,-6.54
202079,-12,-7.03
202130,-12,-6.54
202181,-12,-6.54
202232,-12,-7.03
202284,-12,-6.54
202335,-12,-7.03
202386,-12,-7.03
202437,-12,-7.03
202488,-12,-6.54
202540,-12,-7.03
202591,-12,-7.03
202641,-12,-7.52
202692,-12,-7.03
202743,-12,-7.03
202795,-12,-7.03
202846,-12,-7.03
202897,-12,-6.54
202948,-12,-7.03
202999,-12,-7.03
203051,-12,-7.03
203102,-12,-7.03
203152,-12,-7.03
203203,-12,-6.54
203254,-12,-7.52
203305,-12,-6.54
203357,-12,-7.52
203408,-12,-7.52
203459,-12,-7.03
203510,-12,-7.03
203561,-12,-7.52
203613,-12,-6.54
203664,-12,-6.54
203714,-12,-7.03
203765,-12,-6.54
203816,-12,-7.03
203868,-12,-7.03
203919,-12,-6.54
203970,-12,-7.52
